2   0.038     2.5 -0.517E+01  0.103E+02
3   0.038     2.5 -0.488E+01  0.977E+01
1   0.039     2.5 -0.690E+01  0.138E+02
2   0.039     2.5 -0.504E+01  0.101E+02
3   0.039     2.5 -0.477E+01  0.953E+01
1   0.040     2.5 -0.673E+01  0.135E+02
2   0.040     2.5 -0.492E+01  0.984E+01
3   0.040     2.5 -0.466E+01  0.931E+01
1   0.041     2.5 -0.657E+01  0.131E+02
2   0.041     2.5 -0.480E+01  0.961E+01
3   0.041     2.5 -0.455E+01  0.910E+01
1   0.042     2.5 -0.641E+01  0.128E+02
2   0.042     2.5 -0.470E+01  0.939E+01
3   0.042     2.5 -0.445E+01  0.890E+01
1   0.043     2.5 -0.626E+01  0.125E+02
2   0.043     2.5 -0.459E+01  0.918E+01
3   0.043     2.5 -0.435E+01  0.871E+01
1   0.044     2.5 -0.611E+01  0.122E+02
2   0.044     2.5 -0.449E+01  0.899E+01
3   0.044     2.5 -0.426E+01  0.852E+01
1   0.045     2.5 -0.598E+01  0.120E+02
2   0.045     2.5 -0.440E+01  0.880E+01
3   0.045     2.5 -0.417E+01  0.835E+01
1   0.046     2.5 -0.585E+01  0.117E+02
2   0.046     2.5 -0.431E+01  0.862E+01
3   0.046     2.5 -0.409E+01  0.818E+01
1   0.047     2.5 -0.573E+01  0.115E+02
2   0.047     2.5 -0.422E+01  0.845E+01
3   0.047     2.5 -0.401E+01  0.802E+01
1   0.048     2.5 -0.561E+01  0.112E+02
2   0.048     2.5 -0.414E+01  0.828E+01
3   0.048     2.5 -0.393E+01  0.786E+01
1   0.049     2.5 -0.549E+01  0.110E+02
2   0.049     2.5 -0.406E+01  0.812E+01
3   0.049     2.5 -0.386E+01  0.772E+01
1   0.050     2.5 -0.538E+01  0.108E+02
2   0.050     2.5 -0.399E+01  0.797E+01
3   0.050     2.5 -0.379E+01  0.757E+01
1   0.051     2.5 -0.528E+01  0.106E+02
2   0.051     2.5 -0.391E+01  0.783E+01
3   0.051     2.5 -0.372E+01  0.744E+01
1   0.052     2.5 -0.517E+01  0.103E+02
2   0.052     2.5 -0.384E+01  0.769E+01
3   0.052     2.5 -0.365E+01  0.731E+01
1   0.053     2.5 -0.508E+01  0.102E+02
2   0.053     2.5 -0.378E+01  0.755E+01
3   0.053     2.5 -0.359E+01  0.718E+01
1   0.054     2.5 -0.499E+01  0.997E+01
2   0.054     2.5 -0.371E+01  0.742E+01
3   0.054     2.5 -0.353E+01  0.706E+01
1   0.055     2.5 -0.490E+01  0.979E+01
2   0.055     2.5 -0.365E+01  0.730E+01
3   0.055     2.5 -0.347E+01  0.694E+01
1   0.056     2.5 -0.481E+01  0.962E+01
2   0.056     2.5 -0.359E+01  0.718E+01
3   0.056     2.5 -0.341E+01  0.683E+01
1   0.057     2.5 -0.472E+01  0.945E+01
2   0.057     2.5 -0.353E+01  0.706E+01
3   0.057     2.5 -0.336E+01  0.672E+01
1   0.058     2.5 -0.464E+01  0.928E+01
2   0.058     2.5 -0.347E+01  0.695E+01
3   0.058     2.5 -0.331E+01  0.661E+01
1   0.059     2.5 -0.456E+01  0.912E+01
2   0.059     2.5 -0.342E+01  0.684E+01
3   0.059     2.5 -0.325E+01  0.651E+01
1   0.060     2.5 -0.448E+01  0.896E+01
2   0.060     2.5 -0.337E+01  0.673E+01
3   0.060     2.5 -0.320E+01  0.641E+01
1   0.061     2.5 -0.441E+01  0.882E+01
2   0.061     2.5 -0.331E+01  0.663E+01
3   0.061     2.5 -0.316E+01  0.631E+01
1   0.062     2.5 -0.434E+01  0.868E+01
2   0.062     2.5 -0.326E+01  0.653E+01
3   0.062     2.5 -0.311E+01  0.622E+01
1   0.063     2.5 -0.427E+01  0.854E+01
2   0.063     2.5 -0.322E+01  0.643E+01
3   0.063     2.5 -0.307E+01  0.613E+01
1   0.064     2.5 -0.420E+01  0.841E+01
2   0.064     2.5 -0.317E+01  0.634E+01
3   0.064     2.5 -0.302E+01  0.604E+01
1   0.065     2.5 -0.414E+01  0.828E+01
2   0.065     2.5 -0.313E+01  0.625E+01
3   0.065     2.5 -0.298E+01  0.596E+01
1   0.066     2.5 -0.408E+01  0.815E+01
2   0.066     2.5 -0.308E+01  0.616E+01
3   0.066     2.5 -0.294E+01  0.588E+01
1   0.067     2.5 -0.401E+01  0.803E+01
2   0.067     2.5 -0.304E+01  0.608E+01
3   0.067     2.5 -0.290E+01  0.580E+01
1   0.068     2.5 -0.395E+01  0.791E+01
2   0.068     2.5 -0.300E+01  0.600E+01
3   0.068     2.5 -0.286E+01  0.572E+01
1   0.069     2.5 -0.389E+01  0.779E+01
2   0.069     2.5 -0.296E+01  0.592E+01
3   0.069     2.5 -0.282E+01  0.565E+01
1   0.070     2.5 -0.384E+01  0.768E+01
2   0.070     2.5 -0.292E+01  0.584E+01
3   0.070     2.5 -0.279E+01  0.557E+01
1   0.071     2.5 -0.378E+01  0.757E+01
2   0.071     2.5 -0.288E+01  0.577E+01
3   0.071     2.5 -0.275E+01  0.550E+01
1   0.072     2.5 -0.373E+01  0.746E+01
2   0.072     2.5 -0.285E+01  0.569E+01
3   0.072     2.5 -0.272E+01  0.543E+01
1   0.073     2.5 -0.368E+01  0.736E+01
2   0.073     2.5 -0.281E+01  0.562E+01
3   0.073     2.5 -0.268E+01  0.536E+01
1   0.074     2.5 -0.363E+01  0.726E+01
2   0.074     2.5 -0.278E+01  0.555E+01
3   0.074     2.5 -0.265E+01  0.530E+01
1   0.075     2.5 -0.358E+01  0.716E+01
2   0.075     2.5 -0.274E+01  0.548E+01
3   0.075     2.5 -0.262E+01  0.524E+01
1   0.076     2.5 -0.353E+01  0.707E+01
2   0.076     2.5 -0.271E+01  0.542E+01
3   0.076     2.5 -0.259E+01  0.517E+01
1   0.077     2.5 -0.349E+01  0.697E+01
2   0.077     2.5 -0.268E+01  0.535E+01
3   0.077     2.5 -0.256E+01  0.511E+01
1   0.078     2.5 -0.344E+01  0.688E+01
2   0.078     2.5 -0.264E+01  0.529E+01
3   0.078     2.5 -0.253E+01  0.505E+01
1   0.079     2.5 -0.339E+01  0.679E+01
2   0.079     2.5 -0.261E+01  0.523E+01
3   0.079     2.5 -0.250E+01  0.500E+01
1   0.080     2.5 -0.335E+01  0.670E+01
2   0.080     2.5 -0.258E+01  0.517E+01
3   0.080     2.5 -0.247E+01  0.494E+01
1   0.081     2.5 -0.331E+01  0.662E+01
2   0.081     2.5 -0.255E+01  0.511E+01
3   0.081     2.5 -0.244E+01  0.488E+01
1   0.082     2.5 -0.327E+01  0.654E+01
2   0.082     2.5 -0.252E+01  0.505E+01
3   0.082     2.5 -0.242E+01  0.483E+01
1   0.083     2.5 -0.323E+01  0.646E+01
2   0.083     2.5 -0.250E+01  0.499E+01
3   0.083     2.5 -0.239E+01  0.478E+01
1   0.084     2.5 -0.319E+01  0.638E+01
2   0.084     2.5 -0.247E+01  0.494E+01
3   0.084     2.5 -0.236E+01  0.473E+01
1   0.085     2.5 -0.315E+01  0.630E+01
2   0.085     2.5 -0.244E+01  0.488E+01
3   0.085     2.5 -0.234E+01  0.468E+01
1   0.086     2.5 -0.311E+01  0.623E+01
2   0.086     2.5 -0.242E+01  0.483E+01
3   0.086     2.5 -0.231E+01  0.463E+01
1   0.087     2.5 -0.308E+01  0.615E+01
2   0.087     2.5 -0.239E+01  0.478E+01
3   0.087     2.5 -0.229E+01  0.458E+01
1   0.088     2.5 -0.304E+01  0.608E+01
2   0.088     2.5 -0.237E+01  0.473E+01
3   0.088     2.5 -0.227E+01  0.453E+01
1   0.089     2.5 -0.300E+01  0.601E+01
2   0.089     2.5 -0.234E+01  0.468E+01
3   0.089     2.5 -0.224E+01  0.449E+01
1   0.090     2.5 -0.297E+01  0.594E+01
2   0.090     2.5 -0.232E+01  0.463E+01
3   0.090     2.5 -0.222E+01  0.444E+01
1   0.091     2.5 -0.293E+01  0.587E+01
2   0.091     2.5 -0.229E+01  0.459E+01
3   0.091     2.5 -0.220E+01  0.440E+01
1   0.092     2.5 -0.290E+01  0.581E+01
2   0.092     2.5 -0.227E+01  0.454E+01
3   0.092     2.5 -0.218E+01  0.436E+01
1   0.093     2.5 -0.287E+01  0.574E+01
2   0.093     2.5 -0.225E+01  0.449E+01
3   0.093     2.5 -0.216E+01  0.431E+01
1   0.094     2.5 -0.284E+01  0.568E+01
2   0.094     2.5 -0.223E+01  0.445E+01
3   0.094     2.5 -0.214E+01  0.427E+01
1   0.095     2.5 -0.281E+01  0.562E+01
2   0.095     2.5 -0.220E+01  0.441E+01
3   0.095     2.5 -0.212E+01  0.423E+01
1   0.096     2.5 -0.278E+01  0.556E+01
2   0.096     2.5 -0.218E+01  0.436E+01
3   0.096     2.5 -0.210E+01  0.419E+01
1   0.097     2.5 -0.275E+01  0.550E+01
2   0.097     2.5 -0.216E+01  0.432E+01
3   0.097     2.5 -0.208E+01  0.415E+01
1   0.098     2.5 -0.272E+01  0.544E+01
2   0.098     2.5 -0.214E+01  0.428E+01
3   0.098     2.5 -0.206E+01  0.412E+01
1   0.099     2.5 -0.269E+01  0.538E+01
2   0.099     2.5 -0.212E+01  0.424E+01
3   0.099     2.5 -0.204E+01  0.408E+01
1   0.100     2.5 -0.266E+01  0.532E+01
2   0.100     2.5 -0.210E+01  0.420E+01
3   0.100     2.5 -0.202E+01  0.404E+01
1   0.101     2.5 -0.263E+01  0.527E+01
2   0.101     2.5 -0.208E+01  0.416E+01
3   0.101     2.5 -0.200E+01  0.401E+01
1   0.102     2.5 -0.261E+01  0.521E+01
2   0.102     2.5 -0.206E+01  0.412E+01
3   0.102     2.5 -0.199E+01  0.397E+01
1   0.103     2.5 -0.258E+01  0.516E+01
2   0.103     2.5 -0.204E+01  0.408E+01
3   0.103     2.5 -0.197E+01  0.394E+01
1   0.104     2.5 -0.255E+01  0.511E+01
2   0.104     2.5 -0.202E+01  0.405E+01
3   0.104     2.5 -0.195E+01  0.390E+01
1   0.105     2.5 -0.253E+01  0.506E+01
2   0.105     2.5 -0.201E+01  0.401E+01
3   0.105     2.5 -0.193E+01  0.387E+01
1   0.106     2.5 -0.250E+01  0.501E+01
2   0.106     2.5 -0.199E+01  0.397E+01
3   0.106     2.5 -0.192E+01  0.384E+01
1   0.107     2.5 -0.248E+01  0.496E+01
2   0.107     2.5 -0.197E+01  0.394E+01
3   0.107     2.5 -0.190E+01  0.380E+01
1   0.108     2.5 -0.245E+01  0.491E+01
2   0.108     2.5 -0.195E+01  0.390E+01
3   0.108     2.5 -0.189E+01  0.377E+01
1   0.109     2.5 -0.243E+01  0.486E+01
2   0.109     2.5 -0.194E+01  0.387E+01
3   0.109     2.5 -0.187E+01  0.374E+01
1   0.110     2.5 -0.241E+01  0.481E+01
2   0.110     2.5 -0.192E+01  0.384E+01
3   0.110     2.5 -0.185E+01  0.371E+01
1   0.111     2.5 -0.238E+01  0.477E+01
2   0.111     2.5 -0.190E+01  0.380E+01
3   0.111     2.5 -0.184E+01  0.368E+01
1   0.112     2.5 -0.236E+01  0.472E+01
2   0.112     2.5 -0.189E+01  0.377E+01
3   0.112     2.5 -0.182E+01  0.365E+01
1   0.113     2.5 -0.234E+01  0.468E+01
2   0.113     2.5 -0.187E+01  0.374E+01
3   0.113     2.5 -0.181E+01  0.362E+01
1   0.114     2.5 -0.232E+01  0.463E+01
2   0.114     2.5 -0.185E+01  0.371E+01
3   0.114     2.5 -0.180E+01  0.359E+01
1   0.115     2.5 -0.229E+01  0.459E+01
2   0.115     2.5 -0.184E+01  0.368E+01
3   0.115     2.5 -0.178E+01  0.356E+01
1   0.116     2.5 -0.227E+01  0.455E+01
2   0.116     2.5 -0.182E+01  0.365E+01
3   0.116     2.5 -0.177E+01  0.354E+01
1   0.117     2.5 -0.225E+01  0.451E+01
2   0.117     2.5 -0.181E+01  0.362E+01
3   0.117     2.5 -0.175E+01  0.351E+01
1   0.118     2.5 -0.223E+01  0.446E+01
2   0.118     2.5 -0.179E+01  0.359E+01
3   0.118     2.5 -0.174E+01  0.348E+01
1   0.119     2.5 -0.221E+01  0.442E+01
2   0.119     2.5 -0.178E+01  0.356E+01
3   0.119     2.5 -0.173E+01  0.346E+01
1   0.120     2.5 -0.219E+01  0.439E+01
2   0.120     2.5 -0.176E+01  0.353E+01
3   0.120     2.5 -0.171E+01  0.343E+01
1   0.121     2.5 -0.217E+01  0.435E+01
2   0.121     2.5 -0.175E+01  0.350E+01
3   0.121     2.5 -0.170E+01  0.340E+01
1   0.122     2.5 -0.215E+01  0.431E+01
2   0.122     2.5 -0.174E+01  0.347E+01
3   0.122     2.5 -0.169E+01  0.338E+01
1   0.123     2.5 -0.213E+01  0.427E+01
2   0.123     2.5 -0.172E+01  0.344E+01
3   0.123     2.5 -0.168E+01  0.335E+01
1   0.124     2.5 -0.212E+01  0.423E+01
2   0.124     2.5 -0.171E+01  0.342E+01
3   0.124     2.5 -0.166E+01  0.333E+01
1   0.125     2.5 -0.210E+01  0.419E+01
2   0.125     2.5 -0.170E+01  0.339E+01
3   0.125     2.5 -0.165E+01  0.330E+01
1   0.126     2.5 -0.208E+01  0.416E+01
2   0.126     2.5 -0.168E+01  0.336E+01
3   0.126     2.5 -0.164E+01  0.328E+01
1   0.127     2.5 -0.206E+01  0.412E+01
2   0.127     2.5 -0.167E+01  0.334E+01
3   0.127     2.5 -0.163E+01  0.326E+01
1   0.128     2.5 -0.204E+01  0.409E+01
2   0.128     2.5 -0.166E+01  0.331E+01
3   0.128     2.5 -0.162E+01  0.323E+01
1   0.129     2.5 -0.203E+01  0.405E+01
2   0.129     2.5 -0.164E+01  0.329E+01
3   0.129     2.5 -0.161E+01  0.321E+01
1   0.130     2.5 -0.201E+01  0.402E+01
2   0.130     2.5 -0.163E+01  0.326E+01
3   0.130     2.5 -0.159E+01  0.319E+01
1   0.131     2.5 -0.199E+01  0.398E+01
2   0.131     2.5 -0.162E+01  0.324E+01
3   0.131     2.5 -0.158E+01  0.317E+01
1   0.132     2.5 -0.198E+01  0.395E+01
2   0.132     2.5 -0.161E+01  0.321E+01
3   0.132     2.5 -0.157E+01  0.314E+01
1   0.133     2.5 -0.196E+01  0.392E+01
2   0.133     2.5 -0.159E+01  0.319E+01
3   0.133     2.5 -0.156E+01  0.312E+01
1   0.134     2.5 -0.194E+01  0.389E+01
2   0.134     2.5 -0.158E+01  0.316E+01
3   0.134     2.5 -0.155E+01  0.310E+01
1   0.135     2.5 -0.193E+01  0.385E+01
2   0.135     2.5 -0.157E+01  0.314E+01
3   0.135     2.5 -0.154E+01  0.308E+01
1   0.136     2.5 -0.191E+01  0.382E+01
2   0.136     2.5 -0.156E+01  0.312E+01
3   0.136     2.5 -0.153E+01  0.306E+01
1   0.137     2.5 -0.190E+01  0.379E+01
2   0.137     2.5 -0.155E+01  0.309E+01
3   0.137     2.5 -0.152E+01  0.304E+01
1   0.138     2.5 -0.188E+01  0.376E+01
2   0.138     2.5 -0.154E+01  0.307E+01
3   0.138     2.5 -0.151E+01  0.302E+01
1   0.139     2.5 -0.187E+01  0.373E+01
2   0.139     2.5 -0.152E+01  0.305E+01
3   0.139     2.5 -0.150E+01  0.300E+01
1   0.140     2.5 -0.185E+01  0.370E+01
2   0.140     2.5 -0.151E+01  0.303E+01
3   0.140     2.5 -0.149E+01  0.298E+01
1   0.141     2.5 -0.184E+01  0.367E+01
2   0.141     2.5 -0.150E+01  0.300E+01
3   0.141     2.5 -0.148E+01  0.296E+01
1   0.142     2.5 -0.182E+01  0.364E+01
2   0.142     2.5 -0.149E+01  0.298E+01
3   0.142     2.5 -0.147E+01  0.294E+01
1   0.143     2.5 -0.181E+01  0.361E+01
2   0.143     2.5 -0.148E+01  0.296E+01
3   0.143     2.5 -0.146E+01  0.292E+01
1   0.144     2.5 -0.179E+01  0.358E+01
2   0.144     2.5 -0.147E+01  0.294E+01
3   0.144     2.5 -0.145E+01  0.290E+01
1   0.145     2.5 -0.178E+01  0.356E+01
2   0.145     2.5 -0.146E+01  0.292E+01
3   0.145     2.5 -0.144E+01  0.288E+01
1   0.146     2.5 -0.176E+01  0.353E+01
2   0.146     2.5 -0.145E+01  0.290E+01
3   0.146     2.5 -0.143E+01  0.286E+01
1   0.147     2.5 -0.175E+01  0.350E+01
2   0.147     2.5 -0.144E+01  0.288E+01
3   0.147     2.5 -0.142E+01  0.285E+01
1   0.148     2.5 -0.174E+01  0.347E+01
2   0.148     2.5 -0.143E+01  0.286E+01
3   0.148     2.5 -0.141E+01  0.283E+01
1   0.149     2.5 -0.172E+01  0.345E+01
2   0.149     2.5 -0.142E+01  0.284E+01
3   0.149     2.5 -0.140E+01  0.281E+01
1   0.150     2.5 -0.171E+01  0.342E+01
2   0.150     2.5 -0.141E+01  0.282E+01
3   0.150     2.5 -0.140E+01  0.279E+01
1   0.151     2.5 -0.170E+01  0.340E+01
2   0.151     2.5 -0.140E+01  0.280E+01
3   0.151     2.5 -0.139E+01  0.277E+01
1   0.152     2.5 -0.169E+01  0.337E+01
2   0.152     2.5 -0.139E+01  0.278E+01
3   0.152     2.5 -0.138E+01  0.276E+01
1   0.153     2.5 -0.167E+01  0.334E+01
2   0.153     2.5 -0.138E+01  0.276E+01
3   0.153     2.5 -0.137E+01  0.274E+01
1   0.154     2.5 -0.166E+01  0.332E+01
2   0.154     2.5 -0.137E+01  0.274E+01
3   0.154     2.5 -0.136E+01  0.272E+01
1   0.155     2.5 -0.165E+01  0.329E+01
2   0.155     2.5 -0.136E+01  0.272E+01
3   0.155     2.5 -0.135E+01  0.271E+01
1   0.156     2.5 -0.164E+01  0.327E+01
2   0.156     2.5 -0.135E+01  0.270E+01
3   0.156     2.5 -0.134E+01  0.269E+01
1   0.157     2.5 -0.162E+01  0.325E+01
2   0.157     2.5 -0.134E+01  0.269E+01
3   0.157     2.5 -0.134E+01  0.267E+01
1   0.158     2.5 -0.161E+01  0.322E+01
2   0.158     2.5 -0.133E+01  0.267E+01
3   0.158     2.5 -0.133E+01  0.266E+01
1   0.159     2.5 -0.160E+01  0.320E+01
2   0.159     2.5 -0.132E+01  0.265E+01
3   0.159     2.5 -0.132E+01  0.264E+01
1   0.160     2.5 -0.159E+01  0.317E+01
2   0.160     2.5 -0.132E+01  0.263E+01
3   0.160     2.5 -0.131E+01  0.263E+01
1   0.161     2.5 -0.158E+01  0.315E+01
2   0.161     2.5 -0.131E+01  0.261E+01
3   0.161     2.5 -0.131E+01  0.261E+01
1   0.162     2.5 -0.156E+01  0.313E+01
2   0.162     2.5 -0.130E+01  0.260E+01
3   0.162     2.5 -0.130E+01  0.259E+01
1   0.163     2.5 -0.155E+01  0.311E+01
2   0.163     2.5 -0.129E+01  0.258E+01
3   0.163     2.5 -0.129E+01  0.258E+01
1   0.164     2.5 -0.154E+01  0.308E+01
2   0.164     2.5 -0.128E+01  0.256E+01
3   0.164     2.5 -0.128E+01  0.256E+01
1   0.165     2.5 -0.153E+01  0.306E+01
2   0.165     2.5 -0.127E+01  0.254E+01
3   0.165     2.5 -0.127E+01  0.255E+01
1   0.166     2.5 -0.152E+01  0.304E+01
2   0.166     2.5 -0.126E+01  0.253E+01
3   0.166     2.5 -0.127E+01  0.253E+01
1   0.167     2.5 -0.151E+01  0.302E+01
2   0.167     2.5 -0.126E+01  0.251E+01
3   0.167     2.5 -0.126E+01  0.252E+01
1   0.168     2.5 -0.150E+01  0.300E+01
2   0.168     2.5 -0.125E+01  0.249E+01
3   0.168     2.5 -0.125E+01  0.251E+01
1   0.169     2.5 -0.149E+01  0.298E+01
2   0.169     2.5 -0.124E+01  0.248E+01
3   0.169     2.5 -0.125E+01  0.249E+01
1   0.170     2.5 -0.148E+01  0.296E+01
2   0.170     2.5 -0.123E+01  0.246E+01
3   0.170     2.5 -0.124E+01  0.248E+01
1   0.171     2.5 -0.147E+01  0.293E+01
2   0.171     2.5 -0.122E+01  0.245E+01
3   0.171     2.5 -0.123E+01  0.246E+01
1   0.172     2.5 -0.146E+01  0.291E+01
2   0.172     2.5 -0.122E+01  0.243E+01
3   0.172     2.5 -0.122E+01  0.245E+01
1   0.173     2.5 -0.145E+01  0.289E+01
2   0.173     2.5 -0.121E+01  0.241E+01
3   0.173     2.5 -0.122E+01  0.243E+01
1   0.174     2.5 -0.144E+01  0.287E+01
2   0.174     2.5 -0.120E+01  0.240E+01
3   0.174     2.5 -0.121E+01  0.242E+01
1   0.175     2.5 -0.143E+01  0.285E+01
2   0.175     2.5 -0.119E+01  0.238E+01
3   0.175     2.5 -0.120E+01  0.241E+01
1   0.176     2.5 -0.142E+01  0.283E+01
2   0.176     2.5 -0.118E+01  0.237E+01
3   0.176     2.5 -0.120E+01  0.239E+01
1   0.177     2.5 -0.141E+01  0.281E+01
2   0.177     2.5 -0.118E+01  0.235E+01
3   0.177     2.5 -0.119E+01  0.238E+01
1   0.178     2.5 -0.140E+01  0.280E+01
2   0.178     2.5 -0.117E+01  0.234E+01
3   0.178     2.5 -0.118E+01  0.237E+01
1   0.179     2.5 -0.139E+01  0.278E+01
2   0.179     2.5 -0.116E+01  0.232E+01
3   0.179     2.5 -0.118E+01  0.235E+01
1   0.180     2.5 -0.138E+01  0.276E+01
2   0.180     2.5 -0.115E+01  0.231E+01
3   0.180     2.5 -0.117E+01  0.234E+01
1   0.181     2.5 -0.137E+01  0.274E+01
2   0.181     2.5 -0.115E+01  0.229E+01
3   0.181     2.5 -0.116E+01  0.233E+01
1   0.182     2.5 -0.136E+01  0.272E+01
2   0.182     2.5 -0.114E+01  0.228E+01
3   0.182     2.5 -0.116E+01  0.231E+01
1   0.183     2.5 -0.135E+01  0.270E+01
2   0.183     2.5 -0.113E+01  0.226E+01
3   0.183     2.5 -0.115E+01  0.230E+01
1   0.184     2.5 -0.134E+01  0.268E+01
2   0.184     2.5 -0.113E+01  0.225E+01
3   0.184     2.5 -0.114E+01  0.229E+01
1   0.185     2.5 -0.133E+01  0.267E+01
2   0.185     2.5 -0.112E+01  0.224E+01
3   0.185     2.5 -0.114E+01  0.228E+01
1   0.186     2.5 -0.132E+01  0.265E+01
2   0.186     2.5 -0.111E+01  0.222E+01
3   0.186     2.5 -0.113E+01  0.226E+01
1   0.187     2.5 -0.131E+01  0.263E+01
2   0.187     2.5 -0.110E+01  0.221E+01
