1   0.007     2.5  0.251E-02  0.905E-03  0.251E-03  0.189E-02  0.680E-03  0.127E-02  0.103E-02 -0.911E-03 -0.374E-02
2   0.007     2.5  0.251E-02  0.274E-03  0.761E-04  0.189E-02  0.206E-03  0.166E-02  0.117E-02 -0.364E-03 -0.557E-02
3   0.007     2.5  0.251E-02  0.312E-03  0.866E-04  0.189E-02  0.234E-03  0.130E-02  0.933E-03 -0.478E-03 -0.514E-02
1   0.008     2.5  0.274E-02  0.995E-03  0.276E-03  0.204E-02  0.742E-03  0.134E-02  0.110E-02 -0.101E-02 -0.402E-02
2   0.008     2.5  0.274E-02  0.316E-03  0.877E-04  0.204E-02  0.235E-03  0.175E-02  0.123E-02 -0.424E-03 -0.595E-02
3   0.008     2.5  0.274E-02  0.360E-03  0.999E-04  0.204E-02  0.268E-03  0.137E-02  0.987E-03 -0.554E-03 -0.547E-02
1   0.009     2.5  0.296E-02  0.109E-02  0.301E-03  0.219E-02  0.804E-03  0.142E-02  0.117E-02 -0.110E-02 -0.427E-02
2   0.009     2.5  0.296E-02  0.358E-03  0.993E-04  0.219E-02  0.265E-03  0.182E-02  0.129E-02 -0.486E-03 -0.629E-02
3   0.009     2.5  0.296E-02  0.407E-03  0.113E-03  0.219E-02  0.302E-03  0.143E-02  0.104E-02 -0.630E-03 -0.577E-02
1   0.010     2.5  0.317E-02  0.117E-02  0.325E-03  0.234E-02  0.860E-03  0.148E-02  0.123E-02 -0.119E-02 -0.450E-02
2   0.010     2.5  0.317E-02  0.400E-03  0.111E-03  0.234E-02  0.294E-03  0.189E-02  0.134E-02 -0.548E-03 -0.661E-02
3   0.010     2.5  0.317E-02  0.455E-03  0.126E-03  0.234E-02  0.335E-03  0.149E-02  0.109E-02 -0.704E-03 -0.605E-02
1   0.011     2.5  0.338E-02  0.125E-02  0.349E-03  0.247E-02  0.918E-03  0.155E-02  0.129E-02 -0.128E-02 -0.472E-02
2   0.011     2.5  0.338E-02  0.442E-03  0.123E-03  0.247E-02  0.323E-03  0.195E-02  0.139E-02 -0.611E-03 -0.690E-02
3   0.011     2.5  0.338E-02  0.502E-03  0.139E-03  0.247E-02  0.367E-03  0.154E-02  0.113E-02 -0.779E-03 -0.630E-02
1   0.012     2.5  0.357E-02  0.133E-02  0.371E-03  0.260E-02  0.971E-03  0.160E-02  0.134E-02 -0.137E-02 -0.493E-02
2   0.012     2.5  0.357E-02  0.485E-03  0.135E-03  0.260E-02  0.353E-03  0.200E-02  0.143E-02 -0.674E-03 -0.717E-02
3   0.012     2.5  0.357E-02  0.549E-03  0.152E-03  0.260E-02  0.399E-03  0.159E-02  0.117E-02 -0.852E-03 -0.654E-02
1   0.013     2.5  0.376E-02  0.142E-02  0.393E-03  0.272E-02  0.103E-02  0.165E-02  0.139E-02 -0.145E-02 -0.512E-02
2   0.013     2.5  0.376E-02  0.527E-03  0.146E-03  0.272E-02  0.382E-03  0.205E-02  0.147E-02 -0.737E-03 -0.742E-02
3   0.013     2.5  0.376E-02  0.595E-03  0.165E-03  0.272E-02  0.431E-03  0.164E-02  0.121E-02 -0.924E-03 -0.676E-02
1   0.014     2.5  0.394E-02  0.149E-02  0.415E-03  0.284E-02  0.108E-02  0.170E-02  0.143E-02 -0.153E-02 -0.530E-02
2   0.014     2.5  0.394E-02  0.570E-03  0.158E-03  0.284E-02  0.411E-03  0.210E-02  0.151E-02 -0.801E-03 -0.765E-02
3   0.014     2.5  0.394E-02  0.641E-03  0.178E-03  0.284E-02  0.462E-03  0.168E-02  0.125E-02 -0.995E-03 -0.697E-02
1   0.015     2.5  0.411E-02  0.157E-02  0.435E-03  0.295E-02  0.112E-02  0.174E-02  0.148E-02 -0.161E-02 -0.547E-02
2   0.015     2.5  0.411E-02  0.613E-03  0.170E-03  0.295E-02  0.440E-03  0.214E-02  0.155E-02 -0.864E-03 -0.786E-02
3   0.015     2.5  0.411E-02  0.686E-03  0.191E-03  0.295E-02  0.493E-03  0.172E-02  0.128E-02 -0.106E-02 -0.716E-02
1   0.016     2.5  0.428E-02  0.164E-02  0.457E-03  0.306E-02  0.118E-02  0.179E-02  0.152E-02 -0.169E-02 -0.563E-02
2   0.016     2.5  0.428E-02  0.656E-03  0.182E-03  0.306E-02  0.469E-03  0.218E-02  0.158E-02 -0.928E-03 -0.806E-02
3   0.016     2.5  0.428E-02  0.731E-03  0.203E-03  0.306E-02  0.523E-03  0.176E-02  0.132E-02 -0.113E-02 -0.735E-02
1   0.017     2.5  0.444E-02  0.172E-02  0.477E-03  0.316E-02  0.122E-02  0.183E-02  0.156E-02 -0.177E-02 -0.578E-02
2   0.017     2.5  0.444E-02  0.699E-03  0.194E-03  0.316E-02  0.498E-03  0.222E-02  0.162E-02 -0.991E-03 -0.824E-02
3   0.017     2.5  0.444E-02  0.775E-03  0.215E-03  0.316E-02  0.553E-03  0.179E-02  0.135E-02 -0.120E-02 -0.752E-02
1   0.018     2.5  0.459E-02  0.179E-02  0.496E-03  0.326E-02  0.127E-02  0.186E-02  0.160E-02 -0.184E-02 -0.593E-02
2   0.018     2.5  0.459E-02  0.742E-03  0.206E-03  0.326E-02  0.527E-03  0.225E-02  0.165E-02 -0.105E-02 -0.842E-02
3   0.018     2.5  0.459E-02  0.819E-03  0.228E-03  0.326E-02  0.582E-03  0.183E-02  0.138E-02 -0.127E-02 -0.768E-02
1   0.019     2.5  0.474E-02  0.186E-02  0.516E-03  0.336E-02  0.131E-02  0.190E-02  0.163E-02 -0.192E-02 -0.606E-02
2   0.019     2.5  0.474E-02  0.785E-03  0.218E-03  0.336E-02  0.556E-03  0.228E-02  0.167E-02 -0.112E-02 -0.858E-02
3   0.019     2.5  0.474E-02  0.862E-03  0.240E-03  0.336E-02  0.610E-03  0.186E-02  0.141E-02 -0.133E-02 -0.784E-02
1   0.020     2.5  0.489E-02  0.193E-02  0.535E-03  0.345E-02  0.136E-02  0.194E-02  0.167E-02 -0.199E-02 -0.619E-02
2   0.020     2.5  0.489E-02  0.829E-03  0.230E-03  0.345E-02  0.585E-03  0.231E-02  0.170E-02 -0.118E-02 -0.872E-02
3   0.020     2.5  0.489E-02  0.905E-03  0.251E-03  0.345E-02  0.639E-03  0.189E-02  0.144E-02 -0.140E-02 -0.798E-02
1   0.021     2.5  0.503E-02  0.199E-02  0.554E-03  0.354E-02  0.140E-02  0.197E-02  0.170E-02 -0.206E-02 -0.632E-02
2   0.021     2.5  0.503E-02  0.872E-03  0.242E-03  0.354E-02  0.613E-03  0.234E-02  0.173E-02 -0.124E-02 -0.886E-02
3   0.021     2.5  0.503E-02  0.948E-03  0.263E-03  0.354E-02  0.667E-03  0.192E-02  0.146E-02 -0.146E-02 -0.812E-02
1   0.022     2.5  0.517E-02  0.206E-02  0.571E-03  0.363E-02  0.144E-02  0.199E-02  0.173E-02 -0.213E-02 -0.643E-02
2   0.022     2.5  0.517E-02  0.915E-03  0.254E-03  0.363E-02  0.642E-03  0.236E-02  0.175E-02 -0.130E-02 -0.899E-02
3   0.022     2.5  0.517E-02  0.989E-03  0.275E-03  0.363E-02  0.694E-03  0.195E-02  0.149E-02 -0.152E-02 -0.825E-02
1   0.023     2.5  0.530E-02  0.212E-02  0.590E-03  0.371E-02  0.149E-02  0.202E-02  0.176E-02 -0.219E-02 -0.654E-02
2   0.023     2.5  0.530E-02  0.958E-03  0.266E-03  0.371E-02  0.670E-03  0.238E-02  0.177E-02 -0.137E-02 -0.911E-02
3   0.023     2.5  0.530E-02  0.103E-02  0.286E-03  0.371E-02  0.721E-03  0.197E-02  0.151E-02 -0.158E-02 -0.837E-02
1   0.024     2.5  0.543E-02  0.219E-02  0.608E-03  0.379E-02  0.153E-02  0.205E-02  0.179E-02 -0.226E-02 -0.665E-02
2   0.024     2.5  0.543E-02  0.100E-02  0.278E-03  0.379E-02  0.698E-03  0.240E-02  0.179E-02 -0.143E-02 -0.923E-02
3   0.024     2.5  0.543E-02  0.107E-02  0.298E-03  0.379E-02  0.747E-03  0.200E-02  0.154E-02 -0.164E-02 -0.849E-02
1   0.025     2.5  0.556E-02  0.225E-02  0.625E-03  0.387E-02  0.157E-02  0.207E-02  0.181E-02 -0.232E-02 -0.675E-02
2   0.025     2.5  0.556E-02  0.104E-02  0.290E-03  0.387E-02  0.726E-03  0.242E-02  0.182E-02 -0.149E-02 -0.933E-02
3   0.025     2.5  0.556E-02  0.111E-02  0.309E-03  0.387E-02  0.773E-03  0.202E-02  0.156E-02 -0.170E-02 -0.860E-02
1   0.026     2.5  0.568E-02  0.231E-02  0.641E-03  0.394E-02  0.160E-02  0.209E-02  0.184E-02 -0.239E-02 -0.684E-02
2   0.026     2.5  0.568E-02  0.109E-02  0.301E-03  0.394E-02  0.753E-03  0.244E-02  0.183E-02 -0.155E-02 -0.943E-02
3   0.026     2.5  0.568E-02  0.115E-02  0.320E-03  0.394E-02  0.799E-03  0.204E-02  0.158E-02 -0.176E-02 -0.871E-02
1   0.027     2.5  0.580E-02  0.237E-02  0.658E-03  0.402E-02  0.164E-02  0.211E-02  0.186E-02 -0.245E-02 -0.693E-02
2   0.027     2.5  0.580E-02  0.113E-02  0.313E-03  0.402E-02  0.781E-03  0.245E-02  0.185E-02 -0.161E-02 -0.952E-02
3   0.027     2.5  0.580E-02  0.119E-02  0.331E-03  0.402E-02  0.824E-03  0.206E-02  0.160E-02 -0.182E-02 -0.881E-02
1   0.028     2.5  0.592E-02  0.243E-02  0.675E-03  0.409E-02  0.168E-02  0.213E-02  0.189E-02 -0.251E-02 -0.701E-02
2   0.028     2.5  0.592E-02  0.117E-02  0.325E-03  0.409E-02  0.808E-03  0.247E-02  0.187E-02 -0.167E-02 -0.960E-02
3   0.028     2.5  0.592E-02  0.123E-02  0.341E-03  0.409E-02  0.849E-03  0.208E-02  0.162E-02 -0.187E-02 -0.890E-02
1   0.029     2.5  0.603E-02  0.249E-02  0.691E-03  0.415E-02  0.171E-02  0.215E-02  0.191E-02 -0.257E-02 -0.709E-02
2   0.029     2.5  0.603E-02  0.121E-02  0.337E-03  0.415E-02  0.835E-03  0.248E-02  0.188E-02 -0.173E-02 -0.968E-02
3   0.029     2.5  0.603E-02  0.127E-02  0.352E-03  0.415E-02  0.873E-03  0.210E-02  0.164E-02 -0.193E-02 -0.899E-02
1   0.030     2.5  0.614E-02  0.254E-02  0.707E-03  0.422E-02  0.175E-02  0.216E-02  0.193E-02 -0.263E-02 -0.717E-02
2   0.030     2.5  0.614E-02  0.125E-02  0.348E-03  0.422E-02  0.862E-03  0.249E-02  0.190E-02 -0.179E-02 -0.975E-02
3   0.030     2.5  0.614E-02  0.130E-02  0.362E-03  0.422E-02  0.897E-03  0.212E-02  0.166E-02 -0.198E-02 -0.908E-02
1   0.031     2.5  0.624E-02  0.260E-02  0.722E-03  0.428E-02  0.178E-02  0.218E-02  0.195E-02 -0.269E-02 -0.724E-02
2   0.031     2.5  0.624E-02  0.129E-02  0.360E-03  0.428E-02  0.889E-03  0.250E-02  0.191E-02 -0.184E-02 -0.981E-02
3   0.031     2.5  0.624E-02  0.134E-02  0.373E-03  0.428E-02  0.921E-03  0.213E-02  0.168E-02 -0.203E-02 -0.916E-02
1   0.032     2.5  0.635E-02  0.265E-02  0.737E-03  0.435E-02  0.182E-02  0.219E-02  0.196E-02 -0.274E-02 -0.731E-02
2   0.032     2.5  0.635E-02  0.134E-02  0.371E-03  0.435E-02  0.915E-03  0.251E-02  0.193E-02 -0.190E-02 -0.987E-02
3   0.032     2.5  0.635E-02  0.138E-02  0.383E-03  0.435E-02  0.944E-03  0.215E-02  0.170E-02 -0.209E-02 -0.923E-02
1   0.033     2.5  0.645E-02  0.271E-02  0.752E-03  0.441E-02  0.185E-02  0.220E-02  0.198E-02 -0.280E-02 -0.738E-02
2   0.033     2.5  0.645E-02  0.138E-02  0.383E-03  0.441E-02  0.941E-03  0.252E-02  0.194E-02 -0.196E-02 -0.993E-02
3   0.033     2.5  0.645E-02  0.142E-02  0.393E-03  0.441E-02  0.967E-03  0.216E-02  0.171E-02 -0.214E-02 -0.931E-02
1   0.034     2.5  0.654E-02  0.276E-02  0.767E-03  0.446E-02  0.188E-02  0.222E-02  0.200E-02 -0.285E-02 -0.744E-02
2   0.034     2.5  0.654E-02  0.142E-02  0.394E-03  0.446E-02  0.967E-03  0.252E-02  0.195E-02 -0.201E-02 -0.998E-02
3   0.034     2.5  0.654E-02  0.145E-02  0.403E-03  0.446E-02  0.990E-03  0.218E-02  0.173E-02 -0.219E-02 -0.937E-02
1   0.035     2.5  0.664E-02  0.281E-02  0.781E-03  0.452E-02  0.191E-02  0.223E-02  0.202E-02 -0.290E-02 -0.750E-02
2   0.035     2.5  0.664E-02  0.146E-02  0.405E-03  0.452E-02  0.993E-03  0.253E-02  0.196E-02 -0.207E-02 -0.100E-01
3   0.035     2.5  0.664E-02  0.149E-02  0.413E-03  0.452E-02  0.101E-02  0.219E-02  0.174E-02 -0.224E-02 -0.944E-02
1   0.036     2.5  0.673E-02  0.286E-02  0.795E-03  0.457E-02  0.194E-02  0.224E-02  0.203E-02 -0.295E-02 -0.755E-02
2   0.036     2.5  0.673E-02  0.150E-02  0.416E-03  0.457E-02  0.102E-02  0.253E-02  0.197E-02 -0.213E-02 -0.101E-01
3   0.036     2.5  0.673E-02  0.152E-02  0.422E-03  0.457E-02  0.103E-02  0.220E-02  0.176E-02 -0.228E-02 -0.950E-02
1   0.037     2.5  0.682E-02  0.291E-02  0.808E-03  0.462E-02  0.197E-02  0.224E-02  0.204E-02 -0.301E-02 -0.760E-02
2   0.037     2.5  0.682E-02  0.154E-02  0.427E-03  0.462E-02  0.104E-02  0.254E-02  0.198E-02 -0.218E-02 -0.101E-01
3   0.037     2.5  0.682E-02  0.156E-02  0.432E-03  0.462E-02  0.105E-02  0.222E-02  0.177E-02 -0.233E-02 -0.955E-02
1   0.038     2.5  0.690E-02  0.296E-02  0.821E-03  0.467E-02  0.200E-02  0.225E-02  0.206E-02 -0.306E-02 -0.765E-02
2   0.038     2.5  0.690E-02  0.158E-02  0.438E-03  0.467E-02  0.107E-02  0.254E-02  0.199E-02 -0.223E-02 -0.101E-01
3   0.038     2.5  0.690E-02  0.159E-02  0.441E-03  0.467E-02  0.108E-02  0.223E-02  0.178E-02 -0.238E-02 -0.961E-02
1   0.039     2.5  0.699E-02  0.301E-02  0.835E-03  0.472E-02  0.203E-02  0.226E-02  0.207E-02 -0.310E-02 -0.769E-02
2   0.039     2.5  0.699E-02  0.162E-02  0.449E-03  0.472E-02  0.109E-02  0.254E-02  0.200E-02 -0.229E-02 -0.102E-01
3   0.039     2.5  0.699E-02  0.162E-02  0.451E-03  0.472E-02  0.110E-02  0.224E-02  0.179E-02 -0.242E-02 -0.965E-02
1   0.040     2.5  0.707E-02  0.305E-02  0.848E-03  0.477E-02  0.206E-02  0.227E-02  0.208E-02 -0.315E-02 -0.774E-02
2   0.040     2.5  0.707E-02  0.166E-02  0.460E-03  0.477E-02  0.112E-02  0.254E-02  0.200E-02 -0.234E-02 -0.102E-01
3   0.040     2.5  0.707E-02  0.166E-02  0.460E-03  0.477E-02  0.112E-02  0.224E-02  0.181E-02 -0.247E-02 -0.970E-02
1   0.041     2.5  0.715E-02  0.310E-02  0.861E-03  0.481E-02  0.209E-02  0.227E-02  0.209E-02 -0.320E-02 -0.778E-02
2   0.041     2.5  0.715E-02  0.169E-02  0.471E-03  0.481E-02  0.114E-02  0.254E-02  0.201E-02 -0.239E-02 -0.102E-01
3   0.041     2.5  0.715E-02  0.169E-02  0.469E-03  0.481E-02  0.114E-02  0.225E-02  0.182E-02 -0.251E-02 -0.974E-02
1   0.042     2.5  0.722E-02  0.314E-02  0.873E-03  0.486E-02  0.211E-02  0.227E-02  0.210E-02 -0.324E-02 -0.781E-02
2   0.042     2.5  0.722E-02  0.173E-02  0.481E-03  0.486E-02  0.117E-02  0.254E-02  0.202E-02 -0.244E-02 -0.102E-01
3   0.042     2.5  0.722E-02  0.172E-02  0.478E-03  0.486E-02  0.116E-02  0.226E-02  0.183E-02 -0.256E-02 -0.978E-02
1   0.043     2.5  0.730E-02  0.318E-02  0.885E-03  0.490E-02  0.214E-02  0.228E-02  0.211E-02 -0.329E-02 -0.785E-02
2   0.043     2.5  0.730E-02  0.177E-02  0.492E-03  0.490E-02  0.119E-02  0.254E-02  0.202E-02 -0.249E-02 -0.102E-01
3   0.043     2.5  0.730E-02  0.175E-02  0.487E-03  0.490E-02  0.118E-02  0.227E-02  0.184E-02 -0.260E-02 -0.981E-02
1   0.044     2.5  0.737E-02  0.323E-02  0.896E-03  0.494E-02  0.216E-02  0.228E-02  0.212E-02 -0.333E-02 -0.788E-02
2   0.044     2.5  0.737E-02  0.181E-02  0.502E-03  0.494E-02  0.121E-02  0.253E-02  0.203E-02 -0.254E-02 -0.102E-01
3   0.044     2.5  0.737E-02  0.178E-02  0.496E-03  0.494E-02  0.120E-02  0.227E-02  0.185E-02 -0.264E-02 -0.985E-02
1   0.045     2.5  0.744E-02  0.327E-02  0.908E-03  0.498E-02  0.219E-02  0.228E-02  0.213E-02 -0.337E-02 -0.791E-02
2   0.045     2.5  0.744E-02  0.185E-02  0.513E-03  0.498E-02  0.124E-02  0.253E-02  0.203E-02 -0.259E-02 -0.103E-01
3   0.045     2.5  0.744E-02  0.181E-02  0.504E-03  0.498E-02  0.121E-02  0.228E-02  0.186E-02 -0.268E-02 -0.988E-02
1   0.046     2.5  0.751E-02  0.331E-02  0.919E-03  0.502E-02  0.221E-02  0.228E-02  0.214E-02 -0.342E-02 -0.793E-02
2   0.046     2.5  0.751E-02  0.188E-02  0.523E-03  0.502E-02  0.126E-02  0.253E-02  0.203E-02 -0.264E-02 -0.103E-01
3   0.046     2.5  0.751E-02  0.185E-02  0.513E-03  0.502E-02  0.123E-02  0.228E-02  0.186E-02 -0.272E-02 -0.990E-02
1   0.047     2.5  0.757E-02  0.335E-02  0.931E-03  0.505E-02  0.224E-02  0.228E-02  0.214E-02 -0.346E-02 -0.796E-02
2   0.047     2.5  0.757E-02  0.192E-02  0.533E-03  0.505E-02  0.128E-02  0.252E-02  0.204E-02 -0.268E-02 -0.103E-01
3   0.047     2.5  0.757E-02  0.187E-02  0.521E-03  0.505E-02  0.125E-02  0.229E-02  0.187E-02 -0.276E-02 -0.993E-02
1   0.048     2.5  0.763E-02  0.339E-02  0.941E-03  0.509E-02  0.226E-02  0.228E-02  0.215E-02 -0.350E-02 -0.798E-02
2   0.048     2.5  0.763E-02  0.195E-02  0.543E-03  0.509E-02  0.130E-02  0.252E-02  0.204E-02 -0.273E-02 -0.103E-01
3   0.048     2.5  0.763E-02  0.190E-02  0.529E-03  0.509E-02  0.127E-02  0.229E-02  0.188E-02 -0.280E-02 -0.995E-02
1   0.049     2.5  0.770E-02  0.343E-02  0.952E-03  0.512E-02  0.228E-02  0.228E-02  0.215E-02 -0.354E-02 -0.800E-02
2   0.049     2.5  0.770E-02  0.199E-02  0.553E-03  0.512E-02  0.132E-02  0.251E-02  0.204E-02 -0.278E-02 -0.103E-01
3   0.049     2.5  0.770E-02  0.193E-02  0.537E-03  0.512E-02  0.129E-02  0.229E-02  0.188E-02 -0.284E-02 -0.997E-02
1   0.050     2.5  0.775E-02  0.346E-02  0.962E-03  0.515E-02  0.230E-02  0.228E-02  0.216E-02 -0.357E-02 -0.802E-02
2   0.050     2.5  0.775E-02  0.202E-02  0.562E-03  0.515E-02  0.135E-02  0.251E-02  0.204E-02 -0.282E-02 -0.103E-01
3   0.050     2.5  0.775E-02  0.196E-02  0.545E-03  0.515E-02  0.130E-02  0.229E-02  0.189E-02 -0.288E-02 -0.999E-02
1   0.051     2.5  0.781E-02  0.350E-02  0.972E-03  0.518E-02  0.232E-02  0.228E-02  0.216E-02 -0.361E-02 -0.803E-02
2   0.051     2.5  0.781E-02  0.206E-02  0.572E-03  0.518E-02  0.137E-02  0.250E-02  0.205E-02 -0.287E-02 -0.102E-01
3   0.051     2.5  0.781E-02  0.199E-02  0.553E-03  0.518E-02  0.132E-02  0.229E-02  0.190E-02 -0.292E-02 -0.100E-01
1   0.052     2.5  0.787E-02  0.353E-02  0.981E-03  0.521E-02  0.234E-02  0.227E-02  0.216E-02 -0.365E-02 -0.805E-02
2   0.052     2.5  0.787E-02  0.209E-02  0.581E-03  0.521E-02  0.139E-02  0.249E-02  0.205E-02 -0.291E-02 -0.102E-01
3   0.052     2.5  0.787E-02  0.202E-02  0.561E-03  0.521E-02  0.134E-02  0.230E-02  0.190E-02 -0.295E-02 -0.100E-01
1   0.053     2.5  0.792E-02  0.357E-02  0.991E-03  0.524E-02  0.236E-02  0.227E-02  0.217E-02 -0.368E-02 -0.806E-02
2   0.053     2.5  0.792E-02  0.213E-02  0.591E-03  0.524E-02  0.141E-02  0.248E-02  0.205E-02 -0.295E-02 -0.102E-01
3   0.053     2.5  0.792E-02  0.205E-02  0.568E-03  0.524E-02  0.135E-02  0.230E-02  0.191E-02 -0.299E-02 -0.100E-01
1   0.054     2.5  0.797E-02  0.360E-02  0.100E-02  0.527E-02  0.238E-02  0.227E-02  0.217E-02 -0.372E-02 -0.807E-02
2   0.054     2.5  0.797E-02  0.216E-02  0.600E-03  0.527E-02  0.143E-02  0.248E-02  0.205E-02 -0.299E-02 -0.102E-01
3   0.054     2.5  0.797E-02  0.207E-02  0.576E-03  0.527E-02  0.137E-02  0.230E-02  0.191E-02 -0.302E-02 -0.100E-01
1   0.055     2.5  0.802E-02  0.364E-02  0.101E-02  0.529E-02  0.240E-02  0.226E-02  0.218E-02 -0.375E-02 -0.808E-02
2   0.055     2.5  0.802E-02  0.219E-02  0.609E-03  0.529E-02  0.145E-02  0.247E-02  0.205E-02 -0.303E-02 -0.102E-01
3   0.055     2.5  0.802E-02  0.210E-02  0.583E-03  0.529E-02  0.139E-02  0.229E-02  0.191E-02 -0.306E-02 -0.100E-01
1   0.056     2.5  0.807E-02  0.367E-02  0.102E-02  0.532E-02  0.242E-02  0.226E-02  0.218E-02 -0.378E-02 -0.809E-02
2   0.056     2.5  0.807E-02  0.222E-02  0.618E-03  0.532E-02  0.147E-02  0.246E-02  0.205E-02 -0.308E-02 -0.102E-01
3   0.056     2.5  0.807E-02  0.213E-02  0.590E-03  0.532E-02  0.140E-02  0.229E-02  0.192E-02 -0.309E-02 -0.100E-01
1   0.057     2.5  0.811E-02  0.370E-02  0.103E-02  0.534E-02  0.243E-02  0.225E-02  0.218E-02 -0.382E-02 -0.809E-02
2   0.057     2.5  0.811E-02  0.226E-02  0.627E-03  0.534E-02  0.148E-02  0.245E-02  0.204E-02 -0.311E-02 -0.102E-01
3   0.057     2.5  0.811E-02  0.215E-02  0.597E-03  0.534E-02  0.142E-02  0.229E-02  0.192E-02 -0.312E-02 -0.100E-01
1   0.058     2.5  0.816E-02  0.373E-02  0.104E-02  0.536E-02  0.245E-02  0.225E-02  0.218E-02 -0.385E-02 -0.810E-02
2   0.058     2.5  0.816E-02  0.229E-02  0.635E-03  0.536E-02  0.150E-02  0.244E-02  0.204E-02 -0.315E-02 -0.101E-01
3   0.058     2.5  0.816E-02  0.218E-02  0.605E-03  0.536E-02  0.143E-02  0.229E-02  0.192E-02 -0.315E-02 -0.100E-01
1   0.059     2.5  0.820E-02  0.376E-02  0.104E-02  0.538E-02  0.247E-02  0.224E-02  0.218E-02 -0.388E-02 -0.810E-02
2   0.059     2.5  0.820E-02  0.232E-02  0.644E-03  0.538E-02  0.152E-02  0.243E-02  0.204E-02 -0.319E-02 -0.101E-01
3   0.059     2.5  0.820E-02  0.220E-02  0.611E-03  0.538E-02  0.145E-02  0.229E-02  0.193E-02 -0.318E-02 -0.100E-01
1   0.060     2.5  0.824E-02  0.378E-02  0.105E-02  0.540E-02  0.248E-02  0.223E-02  0.218E-02 -0.391E-02 -0.810E-02
2   0.060     2.5  0.824E-02  0.235E-02  0.652E-03  0.540E-02  0.154E-02  0.241E-02  0.204E-02 -0.323E-02 -0.101E-01
3   0.060     2.5  0.824E-02  0.223E-02  0.618E-03  0.540E-02  0.146E-02  0.228E-02  0.193E-02 -0.322E-02 -0.100E-01
1   0.061     2.5  0.828E-02  0.381E-02  0.106E-02  0.542E-02  0.250E-02  0.223E-02  0.218E-02 -0.394E-02 -0.809E-02
2   0.061     2.5  0.828E-02  0.238E-02  0.660E-03  0.542E-02  0.156E-02  0.240E-02  0.203E-02 -0.327E-02 -0.101E-01
3   0.061     2.5  0.828E-02  0.225E-02  0.625E-03  0.542E-02  0.147E-02  0.228E-02  0.193E-02 -0.325E-02 -0.100E-01
1   0.062     2.5  0.831E-02  0.384E-02  0.107E-02  0.544E-02  0.251E-02  0.222E-02  0.218E-02 -0.396E-02 -0.809E-02
2   0.062     2.5  0.831E-02  0.241E-02  0.668E-03  0.544E-02  0.157E-02  0.239E-02  0.203E-02 -0.330E-02 -0.100E-01
3   0.062     2.5  0.831E-02  0.227E-02  0.632E-03  0.544E-02  0.149E-02  0.227E-02  0.193E-02 -0.328E-02 -0.100E-01
