1.2 0.01   0.158436 
1.2 0.02   0.0539391 
1.2 0.03   0.023564 
1.2 0.04   0.0108401 
1.2 0.05   0.00461499 
1.2 0.06   0.00129951 
1.2 0.07  -0.000560121 
1.2 0.08  -0.00163711 
1.2 0.09  -0.00227115
1.2 0.1   -0.00264402 
1.2 0.11  -0.00285733 
1.2 0.12  -0.00296992
1.2 0.13  -0.00301687 
1.2 0.14  -0.00301962 
1.2 0.15  -0.00299169
1.2 0.16  -0.00294184 
1.2 0.17  -0.00287585 
1.2 0.18  -0.00279778
1.2 0.19  -0.00271063 
1.2 0.2   -0.00261677 
1.2 0.21  -0.00251804
1.2 0.22  -0.0024159 
1.2 0.23  -0.00231156 
1.2 0.24  -0.00220607
1.2 0.25  -0.00210035 
1.2 0.26  -0.00199518 
1.2 0.27  -0.00189122
1.2 0.28  -0.00178902 
1.2 0.29  -0.00168907 
1.2 0.3   -0.00159173
1.2 0.31  -0.00149734 
1.2 0.32  -0.00140615 
1.2 0.33  -0.00131836
1.2 0.34  -0.0012341 
1.2 0.35  -0.00115347 
1.2 0.36  -0.00107652
1.2 0.37  -0.00100327 
1.2 0.38  -0.000933715 
1.2 0.39  -0.000867818
1.2 0.4   -0.000805514 
1.2 0.41  -0.000746723 
1.2 0.42  -0.000691353
1.2 0.43  -0.000639302 
1.2 0.44  -0.000590455 
1.2 0.45  -0.000544687
1.2 0.46  -0.000501869 
1.2 0.47  -0.000461874 
1.2 0.48  -0.00042457
1.2 0.49  -0.000389826 
1.2 0.5   -0.000357507
