Q2		t20	dAzz_stat	dAzz_sys	dt21		dt22		dt22_stat	dt22_sys
									*1.113		*1.53
0.170	0	0.455E-02	2.53E-02	1.00E-02	1.20E-03	0.993E-02	5.59E-02
0.310	0	0.305E-01	4.97E-02	3.67E-02	3.83E-03	0.666E-01	9.91E-02
0.710	0	0.379E-01	2.49E-02	5.10E-02	4.00E-03	0.828E-01	6.88E-02
1.500	0	0.279E-01	2.49E-02	1.25E-02	1.00E-04	0.609E-01	4.77E-02
1.800	0	0.933E-01	2.49E-02	0.60E-02	1.00E-04	2.168E-01	4.74E-02
#	#	#	#	#	2.890	0	0.634E+00	0.00	0.00	0.0
