0.721452987E-03 0.159879785E+02 -.344591931E-05
0.380126159E-02 0.159837021E+02 -.107232240E-03
0.934194630E-02 0.159613570E+02 -.648887215E-03
0.173445195E-01 0.158961718E+02 -.222869858E-02
0.278088167E-01 0.157537698E+02 -.567785516E-02
0.407344615E-01 0.154933235E+02 -.119795867E-01
0.561209567E-01 0.150735857E+02 -.221171071E-01
0.739677009E-01 0.144619042E+02 -.368465571E-01
0.942739934E-01 0.136445082E+02 -.564383105E-01
0.117039035E+00 0.126343415E+02 -.804806331E-01
0.142261930E+00 0.114722433E+02 -.107851879E+00
0.169941685E+00 0.102196830E+02 -.136906475E+00
0.200077209E+00 0.894553935E+01 -.165811944E+00
0.232667315E+00 0.771238760E+01 -.192898964E+00
0.267710720E+00 0.656720834E+01 -.216900301E+00
0.305206042E+00 0.553829539E+01 -.237033526E+00
0.345151805E+00 0.463712031E+01 -.252958538E+00
0.387546435E+00 0.386267155E+01 -.264672123E+00
0.432388261E+00 0.320613892E+01 -.272392898E+00
0.479675516E+00 0.265477210E+01 -.276465789E+00
0.529406339E+00 0.219456685E+01 -.277294541E+00
0.581578768E+00 0.181189364E+01 -.275299237E+00
0.636190749E+00 0.149434446E+01 -.270891962E+00
0.693240130E+00 0.123107179E+01 -.264463960E+00
0.752724663E+00 0.101283139E+01 -.256379358E+00
0.814642005E+00 0.831871568E+00 -.246972339E+00
0.878989717E+00 0.681756803E+00 -.236546029E+00
0.945765262E+00 0.557174910E+00 -.225372271E+00
0.101496601E+01 0.453753347E+00 -.213691950E+00
0.108658923E+01 0.367895780E+00 -.201715758E+00
0.116063211E+01 0.296642307E+00 -.189625380E+00
0.123709173E+01 0.237552787E+00 -.177575051E+00
0.131596507E+01 0.188610896E+00 -.165693441E+00
0.139724903E+01 0.148145978E+00 -.154085783E+00
0.148094040E+01 0.114769743E+00 -.142836142E+00
0.156703589E+01 0.873251344E-01 -.132009750E+00
0.165553211E+01 0.648450917E-01 -.121655301E+00
0.174642556E+01 0.465192566E-01 -.111807165E+00
0.183971267E+01 0.316670692E-01 -.102487446E+00
0.193538977E+01 0.197159599E-01 -.937078850E-01
0.203345307E+01 0.101836086E-01 -.854715664E-01
0.213389873E+01 0.266344290E-02 -.777744438E-01
0.223672278E+01 -.318728453E-02 -.706066828E-01
0.234192116E+01 -.765736572E-02 -.639538357E-01
0.244948974E+01 -.109898679E-01 -.577978629E-01
0.255942428E+01 -.133890514E-01 -.521180160E-01
