	W2		Ee`		X		QE_N		IN_N		TOT_N		QE_D		IN_D		TOT_D		DGW2D		REL			Q2
	0.1615	5.9919	1.6300	0.147E-01	0.000E+00	0.147E-01	0.552E-03	0.000E+00	0.552E-03	0.252E-03	0.380E+01	1.8599
	0.1541	5.9953	1.6400	0.140E-01	0.000E+00	0.140E-01	0.526E-03	0.000E+00	0.526E-03	0.240E-03	0.379E+01	1.8610
	0.1469	5.9986	1.6500	0.133E-01	0.000E+00	0.133E-01	0.498E-03	0.000E+00	0.498E-03	0.228E-03	0.381E+01	1.8620
	0.1396	6.0019	1.6600	0.127E-01	0.000E+00	0.127E-01	0.480E-03	0.000E+00	0.480E-03	0.219E-03	0.379E+01	1.8630
	0.1325	6.0052	1.6700	0.122E-01	0.000E+00	0.122E-01	0.456E-03	0.000E+00	0.456E-03	0.209E-03	0.381E+01	1.8640
	0.1255	6.0084	1.6800	0.116E-01	0.000E+00	0.116E-01	0.437E-03	0.000E+00	0.437E-03	0.200E-03	0.379E+01	1.8650
	0.1185	6.0116	1.6900	0.111E-01	0.000E+00	0.111E-01	0.416E-03	0.000E+00	0.416E-03	0.190E-03	0.381E+01	1.8660
	0.1116	6.0148	1.7000	0.106E-01	0.000E+00	0.106E-01	0.402E-03	0.000E+00	0.402E-03	0.184E-03	0.377E+01	1.8670
	0.1048	6.0179	1.7100	0.102E-01	0.000E+00	0.102E-01	0.384E-03	0.000E+00	0.384E-03	0.176E-03	0.378E+01	1.8680
	0.0980	6.0210	1.7200	0.972E-02	0.000E+00	0.972E-02	0.367E-03	0.000E+00	0.367E-03	0.168E-03	0.378E+01	1.8689
	0.0913	6.0240	1.7300	0.929E-02	0.000E+00	0.929E-02	0.351E-03	0.000E+00	0.351E-03	0.161E-03	0.378E+01	1.8699
	0.0847	6.0270	1.7400	0.889E-02	0.000E+00	0.889E-02	0.336E-03	0.000E+00	0.336E-03	0.154E-03	0.378E+01	1.8708
	0.0782	6.0300	1.7500	0.851E-02	0.000E+00	0.851E-02	0.319E-03	0.000E+00	0.319E-03	0.146E-03	0.381E+01	1.8717
	0.0717	6.0330	1.7600	0.812E-02	0.000E+00	0.812E-02	0.306E-03	0.000E+00	0.306E-03	0.140E-03	0.379E+01	1.8727
	0.0653	6.0359	1.7700	0.776E-02	0.000E+00	0.776E-02	0.293E-03	0.000E+00	0.293E-03	0.134E-03	0.379E+01	1.8736
	0.0590	6.0388	1.7800	0.743E-02	0.000E+00	0.743E-02	0.279E-03	0.000E+00	0.279E-03	0.127E-03	0.381E+01	1.8745
	0.0527	6.0417	1.7900	0.709E-02	0.000E+00	0.709E-02	0.267E-03	0.000E+00	0.267E-03	0.122E-03	0.380E+01	1.8754
