 0.3997E+01   0.5040E+01   0.5336E+01   0.6212E+01   0.6016E+00  -0.2344E+00   0.8839E+01   0.6719E+01  -0.1980E+00   0.6224E+01   0.2653E+00
 0.3997E+01   0.5040E+01   0.5336E+01   0.6212E+01   0.6018E+00  -0.2350E+00   0.8839E+01   0.6719E+01  -0.1980E+00   0.6224E+01   0.2653E+00
 0.3997E+01   0.5040E+01   0.5336E+01   0.6212E+01   0.6037E+00  -0.2340E+00   0.8839E+01   0.6719E+01  -0.1981E+00   0.6224E+01   0.2651E+00
 0.3997E+01   0.5040E+01   0.5336E+01   0.6212E+01   0.5997E+00  -0.2354E+00   0.8839E+01   0.6719E+01  -0.1979E+00   0.6224E+01   0.2655E+00
 0.3995E+01   0.5040E+01   0.5336E+01   0.6212E+01   0.6018E+00  -0.2346E+00   0.8839E+01   0.6719E+01  -0.1949E+00   0.6224E+01   0.2654E+00
 0.3999E+01   0.5040E+01   0.5336E+01   0.6212E+01   0.6016E+00  -0.2348E+00   0.8839E+01   0.6719E+01  -0.2011E+00   0.6224E+01   0.2652E+00
 0.4000E+01   0.5039E+01   0.5336E+01   0.6212E+01   0.6019E+00  -0.2345E+00   0.8839E+01   0.6719E+01  -0.1962E+00   0.6224E+01   0.2653E+00
 0.3994E+01   0.5041E+01   0.5336E+01   0.6212E+01   0.6015E+00  -0.2349E+00   0.8839E+01   0.6719E+01  -0.1998E+00   0.6224E+01   0.2653E+00
 0.3997E+01   0.5040E+01   0.5336E+01   0.6212E+01   0.6025E+00  -0.2345E+00   0.8839E+01   0.6719E+01  -0.1982E+00   0.6224E+01   0.2759E+00
 0.3997E+01   0.5040E+01   0.5336E+01   0.6212E+01   0.6009E+00  -0.2349E+00   0.8839E+01   0.6719E+01  -0.1978E+00   0.6224E+01   0.2547E+00
 0.3992E+01   0.5026E+01   0.5354E+01   0.6207E+01   0.6034E+00  -0.2342E+00   0.8857E+01   0.6713E+01  -0.1975E+00   0.6223E+01   0.2637E+00
 0.4002E+01   0.5054E+01   0.5318E+01   0.6217E+01   0.6000E+00  -0.2352E+00   0.8821E+01   0.6725E+01  -0.1985E+00   0.6225E+01   0.2669E+00
 0.3997E+01   0.5052E+01   0.5367E+01   0.6207E+01   0.5998E+00  -0.2351E+00   0.8817E+01   0.6727E+01  -0.1978E+00   0.6226E+01   0.2648E+00
 0.3997E+01   0.5028E+01   0.5305E+01   0.6217E+01   0.6036E+00  -0.2343E+00   0.8861E+01   0.6711E+01  -0.1982E+00   0.6222E+01   0.2658E+00
 0.4007E+01   0.5113E+01   0.5343E+01   0.6209E+01   0.6049E+00  -0.2339E+00   0.8880E+01   0.6691E+01  -0.1973E+00   0.6226E+01   0.2659E+00
 0.3987E+01   0.4967E+01   0.5329E+01   0.6215E+01   0.5985E+00  -0.2355E+00   0.8798E+01   0.6747E+01  -0.1987E+00   0.6222E+01   0.2647E+00
 0.3996E+01   0.5032E+01   0.5335E+01   0.6222E+01   0.6050E+00  -0.2336E+00   0.8842E+01   0.6711E+01  -0.1903E+00   0.6393E+01   0.2667E+00
 0.3998E+01   0.5048E+01   0.5337E+01   0.6202E+01   0.5984E+00  -0.2358E+00   0.8836E+01   0.6727E+01  -0.2057E+00   0.6055E+01   0.2639E+00
 0.4003E+01   0.5087E+01   0.5301E+01   0.6054E+01   0.5980E+00  -0.2355E+00   0.8970E+01   0.7051E+01  -0.1971E+00   0.6249E+01   0.2698E+00
 0.3991E+01   0.4993E+01   0.5371E+01   0.6370E+01   0.6054E+00  -0.2339E+00   0.8708E+01   0.6387E+01  -0.1989E+00   0.6199E+01   0.2608E+00
 0.3995E+01   0.5057E+01   0.5417E+01   0.6613E+01   0.6007E+00  -0.2350E+00   0.8937E+01   0.6879E+01  -0.1984E+00   0.6207E+01   0.2637E+00
 0.3999E+01   0.5023E+01   0.5255E+01   0.5811E+01   0.6027E+00  -0.2344E+00   0.8741E+01   0.6559E+01  -0.1976E+00   0.6241E+01   0.2669E+00
