  0.1706E-03   0.1053E-02  -0.3236E-03  -0.1436E-02  -0.5680E-05  -0.1168E-05   0.1045E-02   0.1961E-02   0.3658E-05   0.5058E-04   0.4104E-04
  0.1053E-02   0.8349E-02   0.5453E-03  -0.2949E-03  -0.6986E-04  -0.1498E-04   0.1059E-01   0.1959E-01   0.2690E-04  -0.3117E-04   0.2154E-03
 -0.3236E-03   0.5453E-03   0.8976E-02   0.3723E-01   0.4229E-04   0.7077E-05   0.3426E-02   0.1299E-02  -0.5024E-04  -0.2637E-02  -0.3203E-03
 -0.1436E-02  -0.2949E-03   0.3723E-01   0.1851E+00   0.2249E-03   0.3950E-04   0.1909E-01   0.1235E-01  -0.2099E-03  -0.9454E-02  -0.1295E-02
 -0.5680E-05  -0.6986E-04   0.4229E-04   0.2249E-03   0.4459E-04   0.1162E-04  -0.4772E-03  -0.2060E-02   0.1763E-05   0.5941E-04  -0.6171E-05
 -0.1168E-05  -0.1498E-04   0.7077E-05   0.3950E-04   0.1162E-04   0.3288E-05  -0.1005E-03  -0.4627E-03   0.2703E-05   0.7142E-04  -0.1008E-05
  0.1045E-02   0.1059E-01   0.3426E-02   0.1909E-01  -0.4772E-03  -0.1005E-03   0.2907E-01   0.6631E-01   0.1951E-03   0.4336E-02   0.4181E-03
  0.1961E-02   0.1959E-01   0.1299E-02   0.1235E-01  -0.2060E-02  -0.4627E-03   0.6631E-01   0.1863E+00   0.6959E-03   0.1796E-01   0.1392E-02
  0.3658E-05   0.2690E-04  -0.5024E-04  -0.2099E-03   0.1763E-05   0.2703E-05   0.1951E-03   0.6959E-03   0.7212E-04   0.1428E-02   0.1391E-04
  0.5058E-04  -0.3117E-04  -0.2637E-02  -0.9454E-02   0.5941E-04   0.7142E-04   0.4336E-02   0.1796E-01   0.1428E-02   0.3568E-01   0.4418E-03
  0.4104E-04   0.2154E-03  -0.3203E-03  -0.1295E-02  -0.6171E-05  -0.1008E-05   0.4181E-03   0.1392E-02   0.1391E-04   0.4418E-03   0.1454E-03
