  0.7114E-02   0.4357E-01  -0.9043E-02   0.3863E-02  -0.8617E-03  -0.1821E-03   0.4704E-01   0.9394E-01   0.5049E-03   0.1778E-01   0.6182E-03
  0.4357E-01   0.4923E+00   0.4357E-01  -0.7141E-02  -0.8457E-02  -0.1829E-02   0.1468E+00   0.5141E+00   0.5381E-02   0.2508E+00  -0.2210E-01
 -0.9043E-02   0.4357E-01   0.2200E+00   0.7672E+00   0.6212E-03   0.5915E-04   0.3265E-01  -0.3513E-01  -0.2274E-03  -0.2407E-01  -0.1328E-01
  0.3863E-02  -0.7141E-02   0.7672E+00   0.5597E+01   0.1312E-01   0.2423E-02   0.1937E+01   0.2585E+01  -0.6709E-02  -0.4324E+00   0.4041E-01
 -0.8617E-03  -0.8457E-02   0.6212E-03   0.1312E-01   0.2535E-02   0.5999E-03  -0.1347E-01  -0.6115E-01   0.1892E-03  -0.4406E-02   0.4559E-03
 -0.1821E-03  -0.1829E-02   0.5915E-04   0.2423E-02   0.5999E-03   0.1573E-03  -0.3272E-02  -0.1501E-01   0.7256E-04  -0.1779E-02   0.1039E-03
  0.4704E-01   0.1468E+00   0.3265E-01   0.1937E+01  -0.1347E-01  -0.3272E-02   0.1484E+01   0.2570E+01   0.4736E-02   0.1342E+00   0.4321E-01
  0.9394E-01   0.5141E+00  -0.3513E-01   0.2585E+01  -0.6115E-01  -0.1501E-01   0.2570E+01   0.5502E+01   0.4609E-02   0.4993E+00   0.5702E-01
  0.5049E-03   0.5381E-02  -0.2274E-03  -0.6709E-02   0.1892E-03   0.7256E-04   0.4736E-02   0.4609E-02   0.1620E-02   0.4838E-01  -0.6230E-03
  0.1778E-01   0.2508E+00  -0.2407E-01  -0.4324E+00  -0.4406E-02  -0.1779E-02   0.1342E+00   0.4993E+00   0.4838E-01   0.1818E+01  -0.2576E-01
  0.6182E-03  -0.2210E-01  -0.1328E-01   0.4041E-01   0.4559E-03   0.1039E-03   0.4321E-01   0.5702E-01  -0.6230E-03  -0.2576E-01   0.4874E-02
