  0.1736E-03   0.1050E-02  -0.3704E-03  -0.1623E-02  -0.9190E-06  -0.9640E-07   0.9870E-03   0.1595E-02   0.3088E-05   0.3102E-04   0.4390E-04
  0.1050E-02   0.8262E-02   0.3428E-03  -0.1135E-02  -0.3022E-04  -0.6023E-05   0.1030E-01   0.1652E-01   0.1602E-04  -0.3049E-03   0.2373E-03
 -0.3704E-03   0.3428E-03   0.9204E-02   0.3791E-01   0.3656E-04   0.4895E-05   0.3318E-02   0.1337E-02  -0.5311E-04  -0.2432E-02  -0.3262E-03
 -0.1623E-02  -0.1135E-02   0.3791E-01   0.1860E+00   0.1910E-03   0.2756E-04   0.1842E-01   0.1181E-01  -0.2276E-03  -0.8936E-02  -0.1325E-02
 -0.9190E-06  -0.3022E-04   0.3656E-04   0.1910E-03   0.4625E-04   0.1216E-04  -0.3704E-03  -0.1521E-02   0.2544E-04   0.4768E-03  -0.2162E-05
 -0.9640E-07  -0.6023E-05   0.4895E-05   0.2756E-04   0.1216E-04   0.3435E-05  -0.7258E-04  -0.3306E-03   0.9297E-05   0.1725E-03   0.7822E-07
  0.9870E-03   0.1030E-01   0.3318E-02   0.1842E-01  -0.3704E-03  -0.7258E-04   0.2925E-01   0.5767E-01   0.1298E-03   0.2290E-02   0.4569E-03
  0.1595E-02   0.1652E-01   0.1337E-02   0.1181E-01  -0.1521E-02  -0.3306E-03   0.5767E-01   0.1364E+00   0.1319E-03   0.4339E-02   0.1230E-02
  0.3088E-05   0.1602E-04  -0.5311E-04  -0.2276E-03   0.2544E-04   0.9297E-05   0.1298E-03   0.1319E-03   0.7396E-04   0.1337E-02   0.1361E-04
  0.3102E-04  -0.3049E-03  -0.2432E-02  -0.8936E-02   0.4768E-03   0.1725E-03   0.2290E-02   0.4339E-02   0.1337E-02   0.2952E-01   0.3852E-03
  0.4390E-04   0.2373E-03  -0.3262E-03  -0.1325E-02  -0.2162E-05   0.7822E-07   0.4569E-03   0.1230E-02   0.1361E-04   0.3852E-03   0.1417E-03
