0.02 -6.73088499956 2802.44909571 1194.55477916 1194.55477916 0.0240354061961 0.009
0.03 -4.91376874546 3347.82703935 2144.36220896 2144.36220896 0.0198107212938 0.015
0.04 -17.9721119029 4210.83550895 1487.61893189 1487.61893189 0.0204124145232 0.022
0.05 -21.044471581 4307.69109013 1237.16000132 1237.16000132 0.020993398614 0.028
0.06 -18.8969643038 3945.22664927 1173.3074437 1173.3074437 0.0217751778155 0.035
0.07 -13.7997474003 3387.15395607 1302.504502 1302.504502 0.0222938981034 0.041
0.08 -9.93352932895 2945.58062357 1445.88406299 1445.88406299 0.0225704308883 0.048
0.09 -6.7719773148 2563.57713622 1529.26110909 1529.26110909 0.0229839513131 0.054
0.1 -4.54879061646 2274.1879732 1586.9901542 1586.9901542 0.0233380014005 0.061
0.11 -3.11514078954 2052.70010724 1603.78839121 1603.78839121 0.0237423220842 0.067
0.12 -2.34847695808 1918.17149229 1608.35524762 1608.35524762 0.0240215329446 0.074
0.13 -1.70946803487 1811.83973063 1612.13965669 1612.13965669 0.0242464322484 0.08
0.14 -1.2311270807 1736.52017031 1611.95380301 1611.95380301 0.0244265984373 0.087
0.15 -1.25676210306 1682.04428287 1559.61834354 1559.61834354 0.0248222268373 0.094
0.16 -2.72792185513 1837.26778907 1415.42473663 1415.42473663 0.0251656953595 0.101
0.17 -3.41089917616 1942.33025942 1369.98590221 1369.98590221 0.0251180179652 0.107
0.18 -2.29798726724 1757.74383492 1404.49629011 1404.49629011 0.025424641809 0.114
0.19 -1.61297309852 1644.41372452 1432.83339787 1432.83339787 0.0255738584644 0.121
0.2 -1.17790491665 1556.18450341 1436.99832842 1436.99832842 0.0257941077511 0.128
0.21 -0.805175260502 1477.61558591 1434.04989275 1434.04989275 0.0260377821962 0.135
0.22 -0.441328469508 1394.34537457 1437.64528613 1437.64528613 0.0262703468746 0.142
0.23 -0.260151001706 1378.04209275 1453.21281494 1453.21281494 0.0262161252547 0.149
0.24 -0.0894687270694 1338.19108043 1447.0237339 1447.0237339 0.0263706331375 0.156
0.25 0.101519796377 1270.35882219 1431.5292693 1431.5292693 0.0266880256342 0.163
0.26 0.20474516864 1262.43804373 1441.64451139 1441.64451139 0.0266406307724 0.171
0.27 0.33848373773 1233.97638814 1437.40242812 1437.40242812 0.0267548054274 0.178
0.28 0.369630021042 1181.25441174 1401.71931656 1401.71931656 0.0271763212599 0.185
0.29 0.555151930169 1178.62182417 1435.38035254 1435.38035254 0.0269484027818 0.193
0.3 0.585953831672 1138.46137713 1412.444699 1412.444699 0.0272468438062 0.2
0.31 0.613475908 1149.11126631 1416.99103 1416.99103 0.0271662912462 0.207
0.32 0.747497211642 1096.35848337 1402.61793464 1402.61793464 0.0274721127897 0.215
0.33 0.725698840326 1088.46206982 1386.74511699 1386.74511699 0.027597366233 0.223
0.34 0.739101191669 1083.71039577 1381.84252036 1381.84252036 0.0276500631805 0.23
0.35 0.868214564338 1070.16902907 1406.77354132 1406.77354132 0.0275345258489 0.238
0.36 0.819764071396 1080.37195719 1396.37901696 1396.37901696 0.0275554249227 0.246
0.37 0.814326732827 1042.23922736 1359.94053246 1359.94053246 0.0279727119432 0.253
0.38 0.830445797855 1040.05112406 1358.17935286 1358.17935286 0.0279946255478 0.261
0.39 0.858670076096 1057.58748351 1375.80958755 1375.80958755 0.0277992360875 0.269
0.4 0.894522480233 1038.12426281 1376.20194158 1376.20194158 0.0278747336669 0.277
0.41 0.861685358707 1035.62632327 1355.1137713 1355.1137713 0.0280496356727 0.285
0.42 0.834933977981 1028.375923 1338.18930216 1338.18930216 0.0281941937217 0.294
0.43 0.858045147805 1063.82698877 1371.09616876 1371.09616876 0.0278423023195 0.302
0.44 0.783487920233 1035.55837791 1323.9631414 1323.9631414 0.0282842712475 0.31
0.45 0.80574606635 1047.57797889 1335.13957215 1335.13957215 0.0281829944388 0.319
0.46 0.746081189628 1049.21799703 1315.0883633 1315.0883633 0.0283182735894 0.327
0.47 0.728836090091 1067.89259651 1322.66985707 1322.66985707 0.0282054063663 0.336
0.48 0.676714009422 1081.98295278 1315.33433936 1315.33433936 0.0281941937217 0.344
0.49 0.622198402539 1078.2871082 1288.47334832 1288.47334832 0.0284325067018 0.353
0.5 0.587926094385 1104.50482154 1296.91837563 1296.91837563 0.0282729643227 0.362
0.51 0.541522514107 1088.0407197 1258.18782017 1258.18782017 0.0286534127531 0.371
0.52 0.469665097141 1147.27520092 1285.16740731 1285.16740731 0.0282054063663 0.38
0.53 0.406405454654 1170.51071646 1277.50672834 1277.50672834 0.0282278718469 0.389
0.54 0.320029439194 1188.33676476 1255.60311889 1255.60311889 0.0282955917487 0.398
0.55 0.247623444606 1222.56524534 1252.54565168 1252.54565168 0.0282054063663 0.407
0.56 0.164640587309 1251.61737884 1240.98200914 1240.98200914 0.0282278718469 0.417
0.57 0.103850058862 1272.72217198 1229.00961153 1229.00961153 0.0282729643227 0.426
0.58 0.0696573782592 1263.21017907 1198.10290466 1198.10290466 0.028548133477 0.436
0.59 -0.12527873712 1368.55817353 1206.48049862 1206.48049862 0.0280606766633 0.446
0.6 -0.237757071318 1395.71154174 1182.72443589 1182.72443589 0.0281383303942 0.456
0.61 -0.310765327687 1427.74163753 1174.37983688 1174.37983688 0.0280275927336 0.466
0.62 -0.34947162603 1436.03843341 1155.75664072 1155.75664072 0.0280717307022 0.476
0.63 -0.304382300839 1379.64434804 1123.41142199 1123.41142199 0.0285017137171 0.486
0.64 -0.620798491877 1541.90485642 1120.33848119 1120.33848119 0.0278747336669 0.496
