0.02 8.08313459869 49.1657959579 2573.19492592 2573.19492592 0.0240354061961 0.009
0.03 13.888496652 633.06371781 3512.08568354 3512.08568354 0.0198107212938 0.015
0.04 2.72812478502 1666.22802383 2777.43499316 2777.43499316 0.0204124145232 0.022
0.05 -6.79133222072 2491.41874281 2169.37401394 2169.37401394 0.020993398614 0.028
0.06 -11.8681597464 2890.33205024 1728.02195207 1728.02195207 0.0217751778155 0.035
0.07 -13.5790564128 3017.37189513 1517.22452933 1517.22452933 0.0222938981034 0.041
0.08 -13.9988901793 3083.75907084 1407.44590776 1407.44590776 0.0225704308883 0.048
0.09 -13.5515877279 3021.63229231 1330.71673616 1330.71673616 0.0229839513131 0.054
0.1 -12.8875114826 2946.18913747 1280.37378041 1280.37378041 0.0233380014005 0.061
0.11 -12.0820177641 2852.56761408 1231.99990982 1231.99990982 0.0237423220842 0.067
0.12 -12.5335661065 2906.2992145 1139.16592587 1139.16592587 0.0240215329446 0.074
0.13 -12.3140654243 2894.95706271 1094.05768723 1094.05768723 0.0242464322484 0.08
0.14 -11.8868812554 2851.01624671 1076.37949977 1076.37949977 0.0244265984373 0.087
0.15 -11.5376463316 2808.82096218 1013.68722806 1013.68722806 0.0248222268373 0.094
0.16 -10.9309948612 2723.99286034 987.375294837 987.375294837 0.0251656953595 0.101
0.17 -10.85294059 2750.68187072 979.173951596 979.173951596 0.0251180179652 0.107
0.18 -10.3304781241 2677.01654172 955.595262704 955.595262704 0.025424641809 0.114
0.19 -9.85096863563 2628.66479561 950.590980142 950.590980142 0.0255738584644 0.121
0.2 -9.44051986893 2573.92290933 935.470793409 935.470793409 0.0257941077511 0.128
0.21 -8.95606789848 2509.59078214 922.991072837 922.991072837 0.0260377821962 0.135
0.22 -8.71649793326 2483.85716148 892.329017017 892.329017017 0.0262703468746 0.142
0.23 -8.39355743422 2458.54733647 911.132251762 911.132251762 0.0262161252547 0.149
0.24 -7.95451573901 2404.61426074 911.046309977 911.046309977 0.0263706331375 0.156
0.25 -7.69099215669 2360.40452701 876.846137866 876.846137866 0.0266880256342 0.163
0.26 -7.36837772488 2334.68718453 895.201358334 895.201358334 0.0266406307724 0.171
0.27 -7.02204601633 2292.28005826 897.344720488 897.344720488 0.0267548054274 0.178
0.28 -6.64568602013 2214.32362867 865.372455432 865.372455432 0.0271763212599 0.185
0.29 -6.52714532242 2238.53839341 888.075609322 888.075609322 0.0269484027818 0.193
0.3 -6.22480119442 2184.55152141 864.445542168 864.445542168 0.0272468438062 0.2
0.31 -5.91545504215 2152.18519571 891.897864756 891.897864756 0.0271662912462 0.207
0.32 -5.69138883893 2115.65929882 860.982160237 860.982160237 0.0274721127897 0.215
0.33 -5.41015699225 2068.66079315 864.518442956 864.518442956 0.027597366233 0.223
0.34 -5.13965788513 2033.33909488 871.971137045 871.971137045 0.0276500631805 0.23
0.35 -5.10715519653 2063.42015479 869.710865829 869.710865829 0.0275345258489 0.238
0.36 -4.80629764002 2018.45678067 888.159301167 888.159301167 0.0275554249227 0.246
0.37 -4.54987655612 1953.26303208 857.173235755 857.173235755 0.0279727119432 0.253
0.38 -4.3571722415 1931.93985303 862.851067686 862.851067686 0.0279946255478 0.261
0.39 -4.19633117106 1934.5230593 887.659419295 887.659419295 0.0277992360875 0.269
0.4 -4.16226613707 1943.769981 866.951668168 866.951668168 0.0278747336669 0.277
0.41 -3.84967400366 1879.62631695 872.948895994 872.948895994 0.0280496356727 0.285
0.42 -3.59177363655 1835.18633763 876.661281221 876.661281221 0.0281941937217 0.294
0.43 -3.43457045816 1836.0792445 915.950788922 915.950788922 0.0278423023195 0.302
0.44 -3.06281426129 1741.0033342 904.609739256 904.609739256 0.0282842712475 0.31
0.45 -2.81282754057 1704.69816424 931.673106962 931.673106962 0.0281829944388 0.319
0.46 -2.41085551607 1616.35498276 957.333200842 957.333200842 0.0283182735894 0.327
0.47 -2.07805716968 1559.03459677 997.485879968 997.485879968 0.0282054063663 0.336
0.48 -1.68651095213 1485.03675418 1039.83369754 1039.83369754 0.0281941937217 0.344
0.49 -1.34045106031 1388.46934168 1050.53317612 1050.53317612 0.0284325067018 0.353
0.5 -1.07753867249 1345.91043043 1088.27811688 1088.27811688 0.0282729643227 0.362
0.51 -0.821819959699 1268.86490189 1084.2888347 1084.2888347 0.0286534127531 0.371
0.52 -0.506196645401 1232.43709225 1153.95872935 1153.95872935 0.0282054063663 0.38
0.53 -0.331597081855 1197.694124 1170.39932592 1170.39932592 0.0282278718469 0.389
0.54 -0.186580529731 1168.95699419 1179.48157732 1179.48157732 0.0282955917487 0.398
0.55 -0.113467062675 1165.30993217 1188.72062958 1188.72062958 0.0282054063663 0.407
0.56 -0.0626882433141 1162.60027027 1190.02172516 1190.02172516 0.0282278718469 0.417
0.57 -0.0456227715894 1166.1067946 1183.25058689 1183.25058689 0.0282729643227 0.426
0.58 -0.00179111624483 1139.69715378 1156.70700407 1156.70700407 0.028548133477 0.436
0.59 -0.0439609983874 1208.02689518 1185.86037194 1185.86037194 0.0280606766633 0.446
0.6 -0.1218912168 1235.02564255 1163.5123916 1163.5123916 0.0281383303942 0.456
0.61 -0.197012233934 1278.76271175 1156.42534527 1156.42534527 0.0280275927336 0.466
0.62 -0.24576818579 1299.99578852 1137.15969152 1137.15969152 0.0280717307022 0.476
0.63 -0.179797410116 1253.7102022 1106.0384156 1106.0384156 0.0285017137171 0.486
0.64 -0.47039693867 1414.5761599 1105.05895784 1105.05895784 0.0278747336669 0.496
