  0.22066E-02  0.49590E-03 -0.11822E+02  0.84604E+00  0.00000E+00  0.00000E+00  0.37144E+00  0.84606E+00  0.37144E+00
  0.23303E-02  0.54820E-03 -0.15016E+02  0.76926E+00  0.00000E+00  0.00000E+00  0.30083E+00  0.76929E+00  0.30083E+00
  0.24215E-02  0.58681E-03 -0.17491E+02  0.72210E+00  0.00000E+00  0.00000E+00  0.25799E+00  0.72213E+00  0.25799E+00
  0.25606E-02  0.64575E-03 -0.21048E+02  0.67364E+00  0.00000E+00  0.00000E+00  0.21582E+00  0.67369E+00  0.21582E+00
  0.25459E-02  0.64029E-03 -0.21097E+02  0.67273E+00 -0.16281E+00  0.00000E+00  0.21657E+00  0.67277E+00  0.21657E+00
  0.26298E-02  0.67577E-03 -0.22717E+02  0.66808E+00 -0.16813E+00  0.00000E+00  0.21481E+00  0.66813E+00  0.21481E+00
  0.27212E-02  0.71466E-03 -0.24082E+02  0.68091E+00 -0.15565E+00  0.00000E+00  0.23141E+00  0.68096E+00  0.23141E+00
  0.27986E-02  0.74761E-03 -0.24637E+02  0.71057E+00 -0.12624E+00  0.00000E+00  0.26418E+00  0.71063E+00  0.26418E+00
  0.28718E-02  0.77877E-03 -0.24508E+02  0.75737E+00 -0.79637E-01  0.00000E+00  0.31383E+00  0.75744E+00  0.31383E+00
  0.29484E-02  0.81139E-03 -0.23542E+02  0.82895E+00 -0.82314E-02  0.00000E+00  0.38831E+00  0.82902E+00  0.38831E+00
  0.30142E-02  0.83941E-03 -0.21912E+02  0.91136E+00  0.74071E-01  0.00000E+00  0.47316E+00  0.91144E+00  0.47316E+00
  0.30771E-02  0.86619E-03 -0.19562E+02  0.10103E+01  0.17298E+00  0.00000E+00  0.57442E+00  0.10104E+01  0.57442E+00
  0.31266E-02  0.88724E-03 -0.17110E+02  0.11034E+01  0.26595E+00  0.00000E+00  0.66920E+00  0.11034E+01  0.66920E+00
  0.32377E-02  0.93451E-03 -0.94146E+01  0.13666E+01  0.52915E+00  0.00000E+00  0.93628E+00  0.13667E+01  0.93628E+00
  0.32310E-02  0.93188E-03 -0.82626E+01  0.13662E+01  0.52871E+00 -0.41769E+00  0.93644E+00  0.13663E+01  0.93644E+00
