  0.22122E-02  0.53192E-03 -0.12560E+02  0.86417E+00  0.00000E+00  0.00000E+00  0.37939E+00  0.86418E+00  0.37939E+00
  0.23361E-02  0.58545E-03 -0.15900E+02  0.77107E+00  0.00000E+00  0.00000E+00  0.29259E+00  0.77109E+00  0.29259E+00
  0.24275E-02  0.62494E-03 -0.18518E+02  0.71135E+00  0.00000E+00  0.00000E+00  0.23729E+00  0.71138E+00  0.23729E+00
  0.25669E-02  0.68519E-03 -0.22358E+02  0.64269E+00  0.00000E+00  0.00000E+00  0.17506E+00  0.64273E+00  0.17506E+00
  0.25521E-02  0.67956E-03 -0.22482E+02  0.64185E+00 -0.14571E+00  0.00000E+00  0.17591E+00  0.64189E+00  0.17591E+00
  0.26362E-02  0.71583E-03 -0.24254E+02  0.62434E+00 -0.16477E+00  0.00000E+00  0.16136E+00  0.62439E+00  0.16136E+00
  0.27277E-02  0.75554E-03 -0.25852E+02  0.62196E+00 -0.16834E+00  0.00000E+00  0.16283E+00  0.62201E+00  0.16283E+00
  0.28053E-02  0.78919E-03 -0.26633E+02  0.63828E+00 -0.15295E+00  0.00000E+00  0.18232E+00  0.63834E+00  0.18232E+00
  0.28786E-02  0.82099E-03 -0.26740E+02  0.67205E+00 -0.12000E+00  0.00000E+00  0.21900E+00  0.67212E+00  0.21900E+00
  0.29554E-02  0.85429E-03 -0.26046E+02  0.72949E+00 -0.63362E-01  0.00000E+00  0.27941E+00  0.72956E+00  0.27941E+00
  0.30214E-02  0.88288E-03 -0.24670E+02  0.79934E+00  0.58474E-02  0.00000E+00  0.35175E+00  0.79941E+00  0.35175E+00
  0.30844E-02  0.91020E-03 -0.22580E+02  0.88593E+00  0.91861E-01  0.00000E+00  0.44067E+00  0.88601E+00  0.44067E+00
  0.31340E-02  0.93167E-03 -0.20344E+02  0.96892E+00  0.17443E+00  0.00000E+00  0.52546E+00  0.96900E+00  0.52546E+00
  0.32452E-02  0.97988E-03 -0.13171E+02  0.12087E+01  0.41336E+00  0.00000E+00  0.76919E+00  0.12088E+01  0.76919E+00
  0.32385E-02  0.97718E-03 -0.12068E+02  0.12084E+01  0.41293E+00 -0.40878E+00  0.76945E+00  0.12085E+01  0.76945E+00
  0.33218E-02  0.10132E-02 -0.53702E+01  0.14446E+01  0.64858E+00 -0.17213E+00  0.10082E+01  0.14447E+01  0.10082E+01
  0.34196E-02  0.10557E-02  0.55391E+01  0.17915E+01  0.99496E+00  0.17269E+00  0.13584E+01  0.17916E+01  0.13584E+01
  0.35209E-02  0.10996E-02  0.19979E+02  0.22311E+01  0.14340E+01  0.61033E+00  0.18013E+01  0.22312E+01  0.18013E+01
  0.36123E-02  0.11392E-02  0.36035E+02  0.27061E+01  0.19086E+01  0.10838E+01  0.22791E+01  0.27062E+01  0.22791E+01
  0.37043E-02  0.11790E-02  0.55294E+02  0.32653E+01  0.24674E+01  0.16415E+01  0.28410E+01  0.32654E+01  0.28410E+01
  0.37804E-02  0.12120E-02  0.73748E+02  0.37948E+01  0.29968E+01  0.21701E+01  0.33728E+01  0.37949E+01  0.33728E+01
  0.38725E-02  0.12519E-02  0.99285E+02  0.45222E+01  0.37239E+01  0.28964E+01  0.41028E+01  0.45223E+01  0.41028E+01
