  0.17481E-02  0.55359E-03 -0.11225E+02  0.88826E+00  0.00000E+00  0.00000E+00  0.38997E+00  0.88829E+00  0.38997E+00
  0.18589E-02  0.60757E-03 -0.14374E+02  0.80727E+00  0.00000E+00  0.00000E+00  0.31547E+00  0.80731E+00  0.31547E+00
  0.19407E-02  0.64739E-03 -0.16850E+02  0.75644E+00  0.00000E+00  0.00000E+00  0.26920E+00  0.75649E+00  0.26920E+00
  0.20656E-02  0.70813E-03 -0.20472E+02  0.70124E+00  0.00000E+00  0.00000E+00  0.22060E+00  0.70130E+00  0.22060E+00
  0.20528E-02  0.70240E-03 -0.20565E+02  0.70028E+00 -0.14565E+00  0.00000E+00  0.22138E+00  0.70034E+00  0.22138E+00
  0.21283E-02  0.73896E-03 -0.22241E+02  0.69065E+00 -0.15585E+00  0.00000E+00  0.21480E+00  0.69072E+00  0.21480E+00
  0.22106E-02  0.77897E-03 -0.23720E+02  0.69706E+00 -0.14961E+00  0.00000E+00  0.22518E+00  0.69714E+00  0.22518E+00
  0.22803E-02  0.81287E-03 -0.24403E+02  0.72066E+00 -0.12613E+00  0.00000E+00  0.25203E+00  0.72073E+00  0.25203E+00
  0.23463E-02  0.84489E-03 -0.24421E+02  0.76114E+00 -0.85716E-01  0.00000E+00  0.29552E+00  0.76123E+00  0.29552E+00
  0.24155E-02  0.87842E-03 -0.23637E+02  0.82545E+00 -0.21444E-01  0.00000E+00  0.36289E+00  0.82554E+00  0.36289E+00
  0.24749E-02  0.90721E-03 -0.22187E+02  0.90107E+00  0.54168E-01  0.00000E+00  0.44107E+00  0.90116E+00  0.44107E+00
  0.25317E-02  0.93472E-03 -0.20030E+02  0.99305E+00  0.14617E+00  0.00000E+00  0.53545E+00  0.99315E+00  0.53545E+00
  0.25764E-02  0.95634E-03 -0.17743E+02  0.10802E+01  0.23335E+00  0.00000E+00  0.62445E+00  0.10803E+01  0.62445E+00
  0.26768E-02  0.10049E-02 -0.10465E+02  0.13291E+01  0.48235E+00  0.00000E+00  0.87736E+00  0.13292E+01  0.87736E+00
  0.26709E-02  0.10021E-02 -0.93567E+01  0.13287E+01  0.48192E+00 -0.40641E+00  0.87755E+00  0.13288E+01  0.87755E+00
  0.27460E-02  0.10384E-02 -0.26077E+01  0.15714E+01  0.72477E+00 -0.16131E+00  0.11229E+01  0.15715E+01  0.11229E+01
  0.28345E-02  0.10811E-02  0.83569E+01  0.19258E+01  0.10794E+01  0.19313E+00  0.14807E+01  0.19259E+01  0.14807E+01
  0.29260E-02  0.11253E-02  0.22844E+02  0.23727E+01  0.15266E+01  0.64022E+00  0.19310E+01  0.23728E+01  0.19310E+01
  0.30088E-02  0.11652E-02  0.38935E+02  0.28540E+01  0.20082E+01  0.11218E+01  0.24151E+01  0.28541E+01  0.24151E+01
  0.30920E-02  0.12053E-02  0.58221E+02  0.34191E+01  0.25737E+01  0.16873E+01  0.29831E+01  0.34192E+01  0.29831E+01
