  0.20911E-02  0.56339E-03 -0.12231E+02  0.89229E+00  0.00000E+00  0.00000E+00  0.39175E+00  0.89233E+00  0.39175E+00
  0.22129E-02  0.61759E-03 -0.15534E+02  0.79805E+00  0.00000E+00  0.00000E+00  0.30402E+00  0.79810E+00  0.30402E+00
  0.23026E-02  0.65756E-03 -0.18140E+02  0.73736E+00  0.00000E+00  0.00000E+00  0.24790E+00  0.73741E+00  0.24790E+00
  0.24395E-02  0.71852E-03 -0.21985E+02  0.66684E+00  0.00000E+00  0.00000E+00  0.18403E+00  0.66690E+00  0.18403E+00
  0.24251E-02  0.71276E-03 -0.22124E+02  0.66595E+00 -0.13900E+00  0.00000E+00  0.18489E+00  0.66602E+00  0.18489E+00
  0.25077E-02  0.74946E-03 -0.23909E+02  0.64699E+00 -0.15935E+00  0.00000E+00  0.16898E+00  0.64705E+00  0.16898E+00
  0.25976E-02  0.78961E-03 -0.25541E+02  0.64264E+00 -0.16465E+00  0.00000E+00  0.16863E+00  0.64271E+00  0.16863E+00
  0.26738E-02  0.82362E-03 -0.26362E+02  0.65704E+00 -0.15099E+00  0.00000E+00  0.18631E+00  0.65712E+00  0.18631E+00
  0.27458E-02  0.85576E-03 -0.26519E+02  0.68875E+00 -0.11993E+00  0.00000E+00  0.22103E+00  0.68884E+00  0.22103E+00
  0.28212E-02  0.88940E-03 -0.25889E+02  0.74377E+00 -0.65538E-01  0.00000E+00  0.27912E+00  0.74386E+00  0.27912E+00
  0.28860E-02  0.91829E-03 -0.24577E+02  0.81130E+00  0.14971E-02  0.00000E+00  0.34923E+00  0.81140E+00  0.34923E+00
  0.29479E-02  0.94589E-03 -0.22557E+02  0.89545E+00  0.85213E-01  0.00000E+00  0.43580E+00  0.89555E+00  0.43580E+00
  0.29965E-02  0.96758E-03 -0.20381E+02  0.97638E+00  0.16582E+00  0.00000E+00  0.51858E+00  0.97649E+00  0.51858E+00
  0.31058E-02  0.10163E-02 -0.13365E+02  0.12110E+01  0.39981E+00  0.00000E+00  0.75729E+00  0.12111E+01  0.75729E+00
  0.30993E-02  0.10135E-02 -0.12280E+02  0.12107E+01  0.39939E+00 -0.40398E+00  0.75756E+00  0.12108E+01  0.75756E+00
  0.31810E-02  0.10499E-02 -0.57020E+01  0.14425E+01  0.63084E+00 -0.17163E+00  0.99206E+00  0.14426E+01  0.99206E+00
  0.32771E-02  0.10928E-02  0.50391E+01  0.17837E+01  0.97165E+00  0.16756E+00  0.13366E+01  0.17838E+01  0.13366E+01
  0.33765E-02  0.11371E-02  0.19284E+02  0.22167E+01  0.14043E+01  0.59876E+00  0.17730E+01  0.22169E+01  0.17730E+01
  0.34663E-02  0.11771E-02  0.35148E+02  0.26852E+01  0.18726E+01  0.10658E+01  0.22445E+01  0.26854E+01  0.22445E+01
  0.35566E-02  0.12173E-02  0.54197E+02  0.32373E+01  0.24245E+01  0.16166E+01  0.27994E+01  0.32375E+01  0.27994E+01
  0.36313E-02  0.12506E-02  0.72464E+02  0.37606E+01  0.29477E+01  0.21390E+01  0.33251E+01  0.37608E+01  0.33251E+01
  0.37217E-02  0.12908E-02  0.97761E+02  0.44798E+01  0.36668E+01  0.28573E+01  0.40471E+01  0.44800E+01  0.40471E+01
  0.38015E-02  0.13264E-02  0.12316E+03  0.51987E+01  0.43857E+01  0.35754E+01  0.47683E+01  0.51989E+01  0.47683E+01
  0.38747E-02  0.13589E-02  0.14905E+03  0.59302E+01  0.51171E+01  0.43063E+01  0.55019E+01  0.59304E+01  0.55019E+01
  0.39673E-02  0.14002E-02  0.18560E+03  0.69633E+01  0.61503E+01  0.53388E+01  0.65376E+01  0.69634E+01  0.65376E+01
  0.40545E-02  0.14389E-02  0.22389E+03  0.80481E+01  0.72351E+01  0.64232E+01  0.76249E+01  0.80482E+01  0.76249E+01
  0.41361E-02  0.14753E-02  0.26334E+03  0.91697E+01  0.83569E+01  0.75447E+01  0.87488E+01  0.91699E+01  0.87488E+01
  0.42177E-02  0.15116E-02  0.30634E+03  0.10398E+02  0.95853E+01  0.87727E+01  0.99792E+01  0.10398E+02  0.99792E+01
