  0.21966E-02  0.61270E-03 -0.12928E+02  0.87191E+00  0.00000E+00  0.00000E+00  0.38279E+00  0.87192E+00  0.38279E+00
  0.23198E-02  0.66861E-03 -0.16324E+02  0.77377E+00  0.00000E+00  0.00000E+00  0.29101E+00  0.77380E+00  0.29101E+00
  0.24107E-02  0.70981E-03 -0.18991E+02  0.71030E+00  0.00000E+00  0.00000E+00  0.23201E+00  0.71034E+00  0.23201E+00
  0.25492E-02  0.77261E-03 -0.22915E+02  0.63582E+00  0.00000E+00  0.00000E+00  0.16400E+00  0.63586E+00  0.16400E+00
  0.25345E-02  0.76658E-03 -0.23057E+02  0.63499E+00 -0.14302E+00  0.00000E+00  0.16488E+00  0.63503E+00  0.16488E+00
  0.26182E-02  0.80438E-03 -0.24871E+02  0.61391E+00 -0.16591E+00  0.00000E+00  0.14678E+00  0.61396E+00  0.14678E+00
  0.27092E-02  0.84570E-03 -0.26527E+02  0.60739E+00 -0.17385E+00  0.00000E+00  0.14415E+00  0.60744E+00  0.14415E+00
  0.27864E-02  0.88068E-03 -0.27362E+02  0.62016E+00 -0.16220E+00  0.00000E+00  0.16011E+00  0.62022E+00  0.16011E+00
  0.28593E-02  0.91372E-03 -0.27523E+02  0.65052E+00 -0.13283E+00  0.00000E+00  0.19341E+00  0.65059E+00  0.19341E+00
  0.29356E-02  0.94830E-03 -0.26890E+02  0.70433E+00 -0.79999E-01  0.00000E+00  0.25022E+00  0.70440E+00  0.25022E+00
  0.30012E-02  0.97799E-03 -0.25568E+02  0.77101E+00 -0.14106E-01  0.00000E+00  0.31942E+00  0.77109E+00  0.31942E+00
  0.30639E-02  0.10063E-02 -0.23532E+02  0.85452E+00  0.68691E-01  0.00000E+00  0.40528E+00  0.85460E+00  0.40528E+00
  0.31132E-02  0.10286E-02 -0.21340E+02  0.93506E+00  0.14870E+00  0.00000E+00  0.48763E+00  0.93514E+00  0.48763E+00
  0.32239E-02  0.10786E-02 -0.14272E+02  0.11692E+01  0.38176E+00  0.00000E+00  0.72575E+00  0.11693E+01  0.72575E+00
  0.32172E-02  0.10758E-02 -0.13179E+02  0.11689E+01  0.38133E+00 -0.40766E+00  0.72604E+00  0.11690E+01  0.72604E+00
