#          iterations=   6     deuteron energy=-.222458389E+01 MeV
#
#
#                  D-state probability=0.575987699E-01
#
#
#
#
#   p(fm-1)          3s1(fm**3/2)      3d1(fm**3/2)
   10.3600  0.803318913E-01  -.556752175E-02
   10.3700  0.801460522E-01  -.555021208E-02
   10.3800  0.799606431E-01  -.553296315E-02
   10.3900  0.797756629E-01  -.551577471E-02
   10.4000  0.795911106E-01  -.549864652E-02
   10.4100  0.794069853E-01  -.548157833E-02
   10.4200  0.792232859E-01  -.546456989E-02
   10.4300  0.790400115E-01  -.544762096E-02
   10.4400  0.788571610E-01  -.543073129E-02
   10.4500  0.786747336E-01  -.541390066E-02
   10.4600  0.784927282E-01  -.539712881E-02
   10.4700  0.783111439E-01  -.538041551E-02
   10.4800  0.781299796E-01  -.536376053E-02
   10.4900  0.779492344E-01  -.534716361E-02
   10.5000  0.777689074E-01  -.533062454E-02
   10.5100  0.775889975E-01  -.531414307E-02
   10.5200  0.774095038E-01  -.529771897E-02
   10.5300  0.772304254E-01  -.528135201E-02
   10.5400  0.770517613E-01  -.526504196E-02
   10.5500  0.768735104E-01  -.524878859E-02
   10.5600  0.766956720E-01  -.523259167E-02
   10.5700  0.765182449E-01  -.521645097E-02
   10.5800  0.763412283E-01  -.520036627E-02
   10.5900  0.761646212E-01  -.518433734E-02
   10.6000  0.759884227E-01  -.516836396E-02
   10.6100  0.758126318E-01  -.515244590E-02
   10.6200  0.756372475E-01  -.513658293E-02
   10.6300  0.754622690E-01  -.512077485E-02
   10.6400  0.752876953E-01  -.510502143E-02
   10.6500  0.751135255E-01  -.508932245E-02
   10.6600  0.749397585E-01  -.507367769E-02
   10.6700  0.747663936E-01  -.505808694E-02
   10.6800  0.745934297E-01  -.504254998E-02
   10.6900  0.744208659E-01  -.502706659E-02
   10.7000  0.742487014E-01  -.501163656E-02
   10.7100  0.740769351E-01  -.499625968E-02
   10.7200  0.739055663E-01  -.498093573E-02
   10.7300  0.737345938E-01  -.496566451E-02
   10.7400  0.735640169E-01  -.495044581E-02
   10.7500  0.733938346E-01  -.493527941E-02
   10.7600  0.732240459E-01  -.492016510E-02
   10.7700  0.730546501E-01  -.490510269E-02
   10.7800  0.728856462E-01  -.489009197E-02
   10.7900  0.727170332E-01  -.487513272E-02
   10.8000  0.725488103E-01  -.486022475E-02
   10.8100  0.723809765E-01  -.484536785E-02
   10.8200  0.722135310E-01  -.483056182E-02
   10.8300  0.720464729E-01  -.481580646E-02
   10.8400  0.718798013E-01  -.480110157E-02
   10.8500  0.717135152E-01  -.478644694E-02
   10.8600  0.715476138E-01  -.477184239E-02
   10.8700  0.713820963E-01  -.475728771E-02
   10.8800  0.712169616E-01  -.474278271E-02
   10.8900  0.710522089E-01  -.472832719E-02
   10.9000  0.708878374E-01  -.471392095E-02
   10.9100  0.707238461E-01  -.469956381E-02
   10.9200  0.705602342E-01  -.468525557E-02
   10.9300  0.703970009E-01  -.467099603E-02
   10.9400  0.702341451E-01  -.465678501E-02
   10.9500  0.700716661E-01  -.464262231E-02
   10.9600  0.699095629E-01  -.462850775E-02
   10.9700  0.697478348E-01  -.461444114E-02
   10.9800  0.695864808E-01  -.460042228E-02
   10.9900  0.694255001E-01  -.458645100E-02
   11.0000  0.692648918E-01  -.457252711E-02
   11.0100  0.691046550E-01  -.455865042E-02
   11.0200  0.689447889E-01  -.454482074E-02
   11.0300  0.687852927E-01  -.453103790E-02
   11.0400  0.686261654E-01  -.451730171E-02
   11.0500  0.684674063E-01  -.450361199E-02
   11.0600  0.683090144E-01  -.448996856E-02
   11.0700  0.681509890E-01  -.447637124E-02
   11.0800  0.679933291E-01  -.446281985E-02
   11.0900  0.678360340E-01  -.444931420E-02
   11.1000  0.676791027E-01  -.443585413E-02
   11.1100  0.675225345E-01  -.442243946E-02
   11.1200  0.673663285E-01  -.440907001E-02
   11.1300  0.672104839E-01  -.439574560E-02
   11.1400  0.670549998E-01  -.438246606E-02
   11.1500  0.668998754E-01  -.436923122E-02
   11.1600  0.667451098E-01  -.435604090E-02
   11.1700  0.665907023E-01  -.434289494E-02
   11.1800  0.664366520E-01  -.432979315E-02
   11.1900  0.662829580E-01  -.431673538E-02
   11.2000  0.661296197E-01  -.430372144E-02
   11.2100  0.659766360E-01  -.429075118E-02
   11.2200  0.658240063E-01  -.427782442E-02
   11.2300  0.656717296E-01  -.426494100E-02
   11.2400  0.655198053E-01  -.425210074E-02
   11.2500  0.653682324E-01  -.423930349E-02
   11.2600  0.652170101E-01  -.422654908E-02
   11.2700  0.650661377E-01  -.421383734E-02
   11.2800  0.649156143E-01  -.420116811E-02
   11.2900  0.647654391E-01  -.418854123E-02
   11.3000  0.646156113E-01  -.417595653E-02
   11.3100  0.644661302E-01  -.416341385E-02
   11.3200  0.643169948E-01  -.415091304E-02
   11.3300  0.641682045E-01  -.413845392E-02
   11.3400  0.640197583E-01  -.412603636E-02
   11.3500  0.638716556E-01  -.411366017E-02
   11.3600  0.637238955E-01  -.410132521E-02
   11.3700  0.635764773E-01  -.408903132E-02
   11.3800  0.634294000E-01  -.407677834E-02
   11.3900  0.632826630E-01  -.406456612E-02
   11.4000  0.631362655E-01  -.405239450E-02
   11.4100  0.629902067E-01  -.404026333E-02
   11.4200  0.628444857E-01  -.402817245E-02
   11.4300  0.626991019E-01  -.401612171E-02
   11.4400  0.625540543E-01  -.400411096E-02
   11.4500  0.624093424E-01  -.399214005E-02
   11.4600  0.622649652E-01  -.398020882E-02
   11.4700  0.621209220E-01  -.396831712E-02
   11.4800  0.619772120E-01  -.395646481E-02
   11.4900  0.618338345E-01  -.394465173E-02
   11.5000  0.616907887E-01  -.393287774E-02
   11.5100  0.615480738E-01  -.392114270E-02
   11.5200  0.614056890E-01  -.390944644E-02
   11.5300  0.612636337E-01  -.389778883E-02
   11.5400  0.611219070E-01  -.388616972E-02
   11.5500  0.609805081E-01  -.387458897E-02
   11.5600  0.608394364E-01  -.386304642E-02
   11.5700  0.606986910E-01  -.385154195E-02
   11.5800  0.605582712E-01  -.384007539E-02
   11.5900  0.604181763E-01  -.382864662E-02
   11.6000  0.602784054E-01  -.381725549E-02
   11.6100  0.601389579E-01  -.380590185E-02
   11.6200  0.599998330E-01  -.379458557E-02
   11.6300  0.598610299E-01  -.378330651E-02
   11.6400  0.597225480E-01  -.377206453E-02
   11.6500  0.595843864E-01  -.376085948E-02
   11.6600  0.594465444E-01  -.374969123E-02
   11.6700  0.593090213E-01  -.373855965E-02
   11.6800  0.591718164E-01  -.372746459E-02
   11.6900  0.590349289E-01  -.371640592E-02
   11.7000  0.588983580E-01  -.370538350E-02
   11.7100  0.587621031E-01  -.369439720E-02
   11.7200  0.586261634E-01  -.368344688E-02
   11.7300  0.584905382E-01  -.367253241E-02
   11.7400  0.583552267E-01  -.366165366E-02
   11.7500  0.582202283E-01  -.365081049E-02
   11.7600  0.580855421E-01  -.364000276E-02
   11.7700  0.579511676E-01  -.362923036E-02
   11.7800  0.578171039E-01  -.361849314E-02
   11.7900  0.576833503E-01  -.360779098E-02
   11.8000  0.575499062E-01  -.359712374E-02
   11.8100  0.574167708E-01  -.358649130E-02
   11.8200  0.572839433E-01  -.357589352E-02
   11.8300  0.571514232E-01  -.356533029E-02
   11.8400  0.570192096E-01  -.355480146E-02
   11.8500  0.568873019E-01  -.354430692E-02
   11.8600  0.567556994E-01  -.353384654E-02
   11.8700  0.566244013E-01  -.352342018E-02
   11.8800  0.564934069E-01  -.351302773E-02
   11.8900  0.563627156E-01  -.350266906E-02
   11.9000  0.562323266E-01  -.349234404E-02
   11.9100  0.561022392E-01  -.348205256E-02
   11.9200  0.559724528E-01  -.347179448E-02
   11.9300  0.558429667E-01  -.346156969E-02
   11.9400  0.557137801E-01  -.345137805E-02
   11.9500  0.555848923E-01  -.344121946E-02
   11.9600  0.554563028E-01  -.343109378E-02
   11.9700  0.553280107E-01  -.342100091E-02
   11.9800  0.552000154E-01  -.341094070E-02
   11.9900  0.550723162E-01  -.340091306E-02
   12.0000  0.549449124E-01  -.339091785E-02
   12.0100  0.548178033E-01  -.338095496E-02
   12.0200  0.546909883E-01  -.337102427E-02
   12.0300  0.545644667E-01  -.336112567E-02
   12.0400  0.544382378E-01  -.335125902E-02
   12.0500  0.543123009E-01  -.334142423E-02
   12.0600  0.541866553E-01  -.333162117E-02
   12.0700  0.540613004E-01  -.332184972E-02
   12.0800  0.539362355E-01  -.331210977E-02
   12.0900  0.538114599E-01  -.330240121E-02
   12.1000  0.536869729E-01  -.329272391E-02
   12.1100  0.535627740E-01  -.328307778E-02
   12.1200  0.534388624E-01  -.327346269E-02
   12.1300  0.533152374E-01  -.326387852E-02
   12.1400  0.531918984E-01  -.325432518E-02
   12.1500  0.530688448E-01  -.324480254E-02
   12.1600  0.529460758E-01  -.323531050E-02
   12.1700  0.528235908E-01  -.322584893E-02
   12.1800  0.527013892E-01  -.321641774E-02
   12.1900  0.525794703E-01  -.320701682E-02
   12.2000  0.524578335E-01  -.319764604E-02
   12.2100  0.523364780E-01  -.318830531E-02
   12.2200  0.522154033E-01  -.317899451E-02
   12.2300  0.520946087E-01  -.316971354E-02
   12.2400  0.519740935E-01  -.316046228E-02
   12.2500  0.518538571E-01  -.315124064E-02
   12.2600  0.517338989E-01  -.314204850E-02
   12.2700  0.516142181E-01  -.313288576E-02
   12.2800  0.514948143E-01  -.312375230E-02
   12.2900  0.513756867E-01  -.311464804E-02
   12.3000  0.512568346E-01  -.310557285E-02
   12.3100  0.511382575E-01  -.309652664E-02
   12.3200  0.510199548E-01  -.308750930E-02
   12.3300  0.509019257E-01  -.307852073E-02
   12.3400  0.507841696E-01  -.306956082E-02
   12.3500  0.506666860E-01  -.306062947E-02
   12.3600  0.505494742E-01  -.305172657E-02
   12.3700  0.504325335E-01  -.304285204E-02
   12.3800  0.503158633E-01  -.303400576E-02
   12.3900  0.501994631E-01  -.302518763E-02
   12.4000  0.500833321E-01  -.301639755E-02
   12.4100  0.499674698E-01  -.300763542E-02
   12.4200  0.498518755E-01  -.299890115E-02
   12.4300  0.497365486E-01  -.299019462E-02
   12.4400  0.496214886E-01  -.298151575E-02
   12.4500  0.495066947E-01  -.297286443E-02
   12.4600  0.493921663E-01  -.296424056E-02
   12.4700  0.492779030E-01  -.295564406E-02
   12.4800  0.491639039E-01  -.294707481E-02
   12.4900  0.490501686E-01  -.293853272E-02
   12.5000  0.489366964E-01  -.293001770E-02
   12.5100  0.488234867E-01  -.292152964E-02
   12.5200  0.487105389E-01  -.291306846E-02
   12.5300  0.485978524E-01  -.290463406E-02
   12.5400  0.484854266E-01  -.289622633E-02
   12.5500  0.483732608E-01  -.288784520E-02
   12.5600  0.482613546E-01  -.287949055E-02
   12.5700  0.481497072E-01  -.287116231E-02
   12.5800  0.480383181E-01  -.286286036E-02
   12.5900  0.479271867E-01  -.285458463E-02
   12.6000  0.478163124E-01  -.284633502E-02
   12.6100  0.477056946E-01  -.283811143E-02
   12.6200  0.475953327E-01  -.282991378E-02
   12.6300  0.474852261E-01  -.282174196E-02
   12.6400  0.473753742E-01  -.281359590E-02
   12.6500  0.472657764E-01  -.280547549E-02
   12.6600  0.471564322E-01  -.279738066E-02
   12.6700  0.470473410E-01  -.278931130E-02
   12.6800  0.469385021E-01  -.278126733E-02
   12.6900  0.468299150E-01  -.277324866E-02
   12.7000  0.467215791E-01  -.276525519E-02
   12.7100  0.466134938E-01  -.275728685E-02
   12.7200  0.465056586E-01  -.274934354E-02
   12.7300  0.463980729E-01  -.274142517E-02
   12.7400  0.462907360E-01  -.273353166E-02
   12.7500  0.461836474E-01  -.272566291E-02
   12.7600  0.460768066E-01  -.271781885E-02
   12.7700  0.459702129E-01  -.270999938E-02
   12.7800  0.458638659E-01  -.270220442E-02
   12.7900  0.457577648E-01  -.269443388E-02
   12.8000  0.456519092E-01  -.268668768E-02
   12.8100  0.455462985E-01  -.267896573E-02
   12.8200  0.454409322E-01  -.267126794E-02
   12.8300  0.453358095E-01  -.266359423E-02
   12.8400  0.452309301E-01  -.265594453E-02
   12.8500  0.451262933E-01  -.264831873E-02
   12.8600  0.450218985E-01  -.264071677E-02
   12.8700  0.449177453E-01  -.263313854E-02
   12.8800  0.448138330E-01  -.262558399E-02
   12.8900  0.447101611E-01  -.261805301E-02
   12.9000  0.446067290E-01  -.261054553E-02
   12.9100  0.445035362E-01  -.260306147E-02
   12.9200  0.444005821E-01  -.259560074E-02
   12.9300  0.442978663E-01  -.258816326E-02
   12.9400  0.441953880E-01  -.258074896E-02
   12.9500  0.440931468E-01  -.257335775E-02
   12.9600  0.439911421E-01  -.256598954E-02
   12.9700  0.438893734E-01  -.255864427E-02
   12.9800  0.437878401E-01  -.255132185E-02
   12.9900  0.436865417E-01  -.254402221E-02
   13.0000  0.435854777E-01  -.253674525E-02
   13.0100  0.434846475E-01  -.252949091E-02
   13.0200  0.433840505E-01  -.252225910E-02
   13.0300  0.432836862E-01  -.251504975E-02
   13.0400  0.431835541E-01  -.250786278E-02
   13.0500  0.430836537E-01  -.250069811E-02
   13.0600  0.429839844E-01  -.249355567E-02
   13.0700  0.428845456E-01  -.248643537E-02
   13.0800  0.427853369E-01  -.247933715E-02
   13.0900  0.426863577E-01  -.247226092E-02
   13.1000  0.425876075E-01  -.246520660E-02
   13.1100  0.424890857E-01  -.245817414E-02
   13.1200  0.423907919E-01  -.245116343E-02
   13.1300  0.422927254E-01  -.244417443E-02
   13.1400  0.421948858E-01  -.243720703E-02
   13.1500  0.420972725E-01  -.243026119E-02
   13.1600  0.419998851E-01  -.242333681E-02
   13.1700  0.419027230E-01  -.241643382E-02
   13.1800  0.418057856E-01  -.240955216E-02
   13.1900  0.417090725E-01  -.240269174E-02
   13.2000  0.416125831E-01  -.239585250E-02
   13.2100  0.415163169E-01  -.238903436E-02
   13.2200  0.414202735E-01  -.238223725E-02
   13.2300  0.413244522E-01  -.237546110E-02
   13.2400  0.412288526E-01  -.236870583E-02
   13.2500  0.411334741E-01  -.236197138E-02
   13.2600  0.410383163E-01  -.235525767E-02
   13.2700  0.409433787E-01  -.234856463E-02
   13.2800  0.408486606E-01  -.234189219E-02
   13.2900  0.407541617E-01  -.233524028E-02
   13.3000  0.406598814E-01  -.232860883E-02
   13.3100  0.405658192E-01  -.232199777E-02
   13.3200  0.404719747E-01  -.231540703E-02
   13.3300  0.403783472E-01  -.230883654E-02
   13.3400  0.402849363E-01  -.230228623E-02
   13.3500  0.401917415E-01  -.229575604E-02
   13.3600  0.400987623E-01  -.228924589E-02
   13.3700  0.400059982E-01  -.228275571E-02
   13.3800  0.399134487E-01  -.227628544E-02
   13.3900  0.398211133E-01  -.226983501E-02
   13.4000  0.397289915E-01  -.226340435E-02
   13.4100  0.396370828E-01  -.225699340E-02
   13.4200  0.395453867E-01  -.225060208E-02
   13.4300  0.394539028E-01  -.224423033E-02
   13.4400  0.393626305E-01  -.223787809E-02
   13.4500  0.392715693E-01  -.223154529E-02
   13.4600  0.391807189E-01  -.222523186E-02
   13.4700  0.390900786E-01  -.221893773E-02
   13.4800  0.389996479E-01  -.221266284E-02
   13.4900  0.389094265E-01  -.220640713E-02
   13.5000  0.388194138E-01  -.220017053E-02
   13.5100  0.387296093E-01  -.219395298E-02
   13.5200  0.386400126E-01  -.218775441E-02
   13.5300  0.385506232E-01  -.218157475E-02
   13.5400  0.384614405E-01  -.217541394E-02
   13.5500  0.383724642E-01  -.216927193E-02
   13.5600  0.382836937E-01  -.216314864E-02
   13.5700  0.381951285E-01  -.215704401E-02
   13.5800  0.381067683E-01  -.215095798E-02
   13.5900  0.380186124E-01  -.214489049E-02
   13.6000  0.379306605E-01  -.213884147E-02
   13.6100  0.378429121E-01  -.213281087E-02
   13.6200  0.377553666E-01  -.212679861E-02
   13.6300  0.376680237E-01  -.212080464E-02
   13.6400  0.375808829E-01  -.211482889E-02
   13.6500  0.374939436E-01  -.210887131E-02
   13.6600  0.374072055E-01  -.210293184E-02
   13.6700  0.373206680E-01  -.209701040E-02
   13.6800  0.372343307E-01  -.209110695E-02
   13.6900  0.371481931E-01  -.208522142E-02
   13.7000  0.370622548E-01  -.207935375E-02
   13.7100  0.369765154E-01  -.207350388E-02
   13.7200  0.368909742E-01  -.206767176E-02
   13.7300  0.368056310E-01  -.206185731E-02
   13.7400  0.367204852E-01  -.205606049E-02
   13.7500  0.366355364E-01  -.205028123E-02
   13.7600  0.365507841E-01  -.204451948E-02
   13.7700  0.364662278E-01  -.203877517E-02
   13.7800  0.363818672E-01  -.203304825E-02
   13.7900  0.362977017E-01  -.202733866E-02
   13.8000  0.362137309E-01  -.202164635E-02
   13.8100  0.361299544E-01  -.201597124E-02
   13.8200  0.360463717E-01  -.201031329E-02
   13.8300  0.359629824E-01  -.200467245E-02
   13.8400  0.358797859E-01  -.199904864E-02
   13.8500  0.357967820E-01  -.199344182E-02
   13.8600  0.357139700E-01  -.198785192E-02
   13.8700  0.356313497E-01  -.198227890E-02
   13.8800  0.355489204E-01  -.197672270E-02
   13.8900  0.354666819E-01  -.197118325E-02
   13.9000  0.353846336E-01  -.196566051E-02
   13.9100  0.353027751E-01  -.196015442E-02
   13.9200  0.352211060E-01  -.195466492E-02
   13.9300  0.351396258E-01  -.194919195E-02
   13.9400  0.350583341E-01  -.194373548E-02
   13.9500  0.349772305E-01  -.193829542E-02
   13.9600  0.348963145E-01  -.193287175E-02
   13.9700  0.348155857E-01  -.192746439E-02
   13.9800  0.347350437E-01  -.192207329E-02
   13.9900  0.346546879E-01  -.191669841E-02
   14.0000  0.345745181E-01  -.191133969E-02
   14.0100  0.344945337E-01  -.190599707E-02
   14.0200  0.344147344E-01  -.190067049E-02
   14.0300  0.343351197E-01  -.189535992E-02
   14.0400  0.342556891E-01  -.189006529E-02
   14.0500  0.341764423E-01  -.188478656E-02
   14.0600  0.340973789E-01  -.187952366E-02
   14.0700  0.340184983E-01  -.187427655E-02
   14.0800  0.339398002E-01  -.186904517E-02
   14.0900  0.338612842E-01  -.186382948E-02
   14.1000  0.337829498E-01  -.185862941E-02
   14.1100  0.337047967E-01  -.185344493E-02
   14.1200  0.336268243E-01  -.184827597E-02
   14.1300  0.335490323E-01  -.184312249E-02
   14.1400  0.334714203E-01  -.183798444E-02
   14.1500  0.333939878E-01  -.183286176E-02
   14.1600  0.333167345E-01  -.182775441E-02
   14.1700  0.332396598E-01  -.182266233E-02
   14.1800  0.331627635E-01  -.181758547E-02
   14.1900  0.330860451E-01  -.181252379E-02
   14.2000  0.330095041E-01  -.180747723E-02
   14.2100  0.329331403E-01  -.180244574E-02
   14.2200  0.328569530E-01  -.179742928E-02
   14.2300  0.327809421E-01  -.179242779E-02
   14.2400  0.327051069E-01  -.178744123E-02
   14.2500  0.326294473E-01  -.178246955E-02
   14.2600  0.325539626E-01  -.177751270E-02
   14.2700  0.324786526E-01  -.177257062E-02
   14.2800  0.324035167E-01  -.176764328E-02
   14.2900  0.323285547E-01  -.176273062E-02
   14.3000  0.322537662E-01  -.175783259E-02
   14.3100  0.321791506E-01  -.175294915E-02
   14.3200  0.321047077E-01  -.174808025E-02
   14.3300  0.320304369E-01  -.174322585E-02
   14.3400  0.319563380E-01  -.173838588E-02
   14.3500  0.318824105E-01  -.173356032E-02
   14.3600  0.318086540E-01  -.172874910E-02
   14.3700  0.317350682E-01  -.172395219E-02
   14.3800  0.316616526E-01  -.171916953E-02
   14.3900  0.315884068E-01  -.171440109E-02
   14.4000  0.315153305E-01  -.170964681E-02
   14.4100  0.314424232E-01  -.170490664E-02
   14.4200  0.313696846E-01  -.170018055E-02
   14.4300  0.312971143E-01  -.169546849E-02
   14.4400  0.312247118E-01  -.169077040E-02
   14.4500  0.311524768E-01  -.168608625E-02
   14.4600  0.310804090E-01  -.168141599E-02
   14.4700  0.310085079E-01  -.167675957E-02
   14.4800  0.309367731E-01  -.167211696E-02
   14.4900  0.308652042E-01  -.166748809E-02
   14.5000  0.307938009E-01  -.166287294E-02
   14.5100  0.307225629E-01  -.165827145E-02
   14.5200  0.306514896E-01  -.165368359E-02
   14.5300  0.305805807E-01  -.164910930E-02
   14.5400  0.305098359E-01  -.164454854E-02
   14.5500  0.304392547E-01  -.164000127E-02
   14.5600  0.303688368E-01  -.163546745E-02
   14.5700  0.302985818E-01  -.163094703E-02
   14.5800  0.302284894E-01  -.162643997E-02
   14.5900  0.301585590E-01  -.162194622E-02
   14.6000  0.300887905E-01  -.161746574E-02
   14.6100  0.300191834E-01  -.161299850E-02
   14.6200  0.299497373E-01  -.160854444E-02
   14.6300  0.298804518E-01  -.160410352E-02
   14.6400  0.298113267E-01  -.159967571E-02
   14.6500  0.297423614E-01  -.159526096E-02
   14.6600  0.296735557E-01  -.159085922E-02
   14.6700  0.296049092E-01  -.158647045E-02
   14.6800  0.295364215E-01  -.158209463E-02
   14.6900  0.294680922E-01  -.157773169E-02
   14.7000  0.293999210E-01  -.157338160E-02
   14.7100  0.293319075E-01  -.156904432E-02
   14.7200  0.292640513E-01  -.156471981E-02
   14.7300  0.291963521E-01  -.156040802E-02
   14.7400  0.291288096E-01  -.155610892E-02
   14.7500  0.290614232E-01  -.155182247E-02
   14.7600  0.289941928E-01  -.154754861E-02
   14.7700  0.289271179E-01  -.154328733E-02
   14.7800  0.288601982E-01  -.153903856E-02
   14.7900  0.287934333E-01  -.153480228E-02
   14.8000  0.287268228E-01  -.153057844E-02
   14.8100  0.286603664E-01  -.152636700E-02
   14.8200  0.285940638E-01  -.152216793E-02
   14.8300  0.285279146E-01  -.151798118E-02
   14.8400  0.284619184E-01  -.151380671E-02
   14.8500  0.283960748E-01  -.150964449E-02
   14.8600  0.283303836E-01  -.150549447E-02
   14.8700  0.282648444E-01  -.150135662E-02
   14.8800  0.281994567E-01  -.149723090E-02
   14.8900  0.281342204E-01  -.149311727E-02
   14.9000  0.280691349E-01  -.148901569E-02
   14.9100  0.280042001E-01  -.148492611E-02
   14.9200  0.279394154E-01  -.148084852E-02
   14.9300  0.278747806E-01  -.147678285E-02
   14.9400  0.278102954E-01  -.147272909E-02
   14.9500  0.277459593E-01  -.146868718E-02
   14.9600  0.276817720E-01  -.146465709E-02
   14.9700  0.276177333E-01  -.146063879E-02
   14.9800  0.275538427E-01  -.145663223E-02
   14.9900  0.274900999E-01  -.145263738E-02
   15.0000  0.274265045E-01  -.144865420E-02
   15.0100  0.273630563E-01  -.144468266E-02
   15.0200  0.272997549E-01  -.144072271E-02
   15.0300  0.272365999E-01  -.143677432E-02
   15.0400  0.271735910E-01  -.143283746E-02
   15.0500  0.271107278E-01  -.142891208E-02
   15.0600  0.270480101E-01  -.142499815E-02
   15.0700  0.269854375E-01  -.142109564E-02
   15.0800  0.269230096E-01  -.141720451E-02
   15.0900  0.268607262E-01  -.141332471E-02
   15.1000  0.267985868E-01  -.140945622E-02
   15.1100  0.267365912E-01  -.140559900E-02
   15.1200  0.266747391E-01  -.140175302E-02
   15.1300  0.266130300E-01  -.139791823E-02
   15.1400  0.265514636E-01  -.139409460E-02
   15.1500  0.264900397E-01  -.139028211E-02
   15.1600  0.264287579E-01  -.138648070E-02
   15.1700  0.263676179E-01  -.138269035E-02
   15.1800  0.263066193E-01  -.137891102E-02
   15.1900  0.262457618E-01  -.137514268E-02
   15.2000  0.261850451E-01  -.137138530E-02
   15.2100  0.261244688E-01  -.136763883E-02
   15.2200  0.260640327E-01  -.136390324E-02
   15.2300  0.260037364E-01  -.136017851E-02
   15.2400  0.259435796E-01  -.135646458E-02
   15.2500  0.258835620E-01  -.135276144E-02
   15.2600  0.258236832E-01  -.134906905E-02
   15.2700  0.257639429E-01  -.134538736E-02
   15.2800  0.257043409E-01  -.134171636E-02
   15.2900  0.256448767E-01  -.133805600E-02
   15.3000  0.255855501E-01  -.133440625E-02
   15.3100  0.255263607E-01  -.133076709E-02
   15.3200  0.254673082E-01  -.132713846E-02
   15.3300  0.254083924E-01  -.132352035E-02
   15.3400  0.253496129E-01  -.131991272E-02
   15.3500  0.252909693E-01  -.131631553E-02
   15.3600  0.252324614E-01  -.131272875E-02
   15.3700  0.251740889E-01  -.130915236E-02
   15.3800  0.251158514E-01  -.130558631E-02
   15.3900  0.250577486E-01  -.130203058E-02
   15.4000  0.249997802E-01  -.129848513E-02
   15.4100  0.249419460E-01  -.129494993E-02
   15.4200  0.248842455E-01  -.129142495E-02
   15.4300  0.248266785E-01  -.128791016E-02
   15.4400  0.247692447E-01  -.128440552E-02
   15.4500  0.247119438E-01  -.128091100E-02
   15.4600  0.246547754E-01  -.127742657E-02
   15.4700  0.245977393E-01  -.127395221E-02
   15.4800  0.245408351E-01  -.127048787E-02
   15.4900  0.244840625E-01  -.126703352E-02
   15.5000  0.244274213E-01  -.126358914E-02
   15.5100  0.243709112E-01  -.126015470E-02
   15.5200  0.243145317E-01  -.125673016E-02
   15.5300  0.242582827E-01  -.125331549E-02
   15.5400  0.242021638E-01  -.124991066E-02
   15.5500  0.241461748E-01  -.124651564E-02
   15.5600  0.240903152E-01  -.124313040E-02
   15.5700  0.240345849E-01  -.123975491E-02
   15.5800  0.239789835E-01  -.123638914E-02
   15.5900  0.239235108E-01  -.123303305E-02
   15.6000  0.238681663E-01  -.122968663E-02
   15.6100  0.238129499E-01  -.122634983E-02
   15.6200  0.237578613E-01  -.122302263E-02
   15.6300  0.237029001E-01  -.121970500E-02
   15.6400  0.236480660E-01  -.121639691E-02
   15.6500  0.235933588E-01  -.121309832E-02
   15.6600  0.235387781E-01  -.120980922E-02
   15.6700  0.234843237E-01  -.120652956E-02
   15.6800  0.234299953E-01  -.120325933E-02
   15.6900  0.233757926E-01  -.119999848E-02
   15.7000  0.233217152E-01  -.119674700E-02
   15.7100  0.232677630E-01  -.119350485E-02
   15.7200  0.232139356E-01  -.119027200E-02
   15.7300  0.231602327E-01  -.118704843E-02
   15.7400  0.231066540E-01  -.118383411E-02
   15.7500  0.230531993E-01  -.118062900E-02
   15.7600  0.229998682E-01  -.117743308E-02
   15.7700  0.229466605E-01  -.117424632E-02
   15.7800  0.228935760E-01  -.117106869E-02
   15.7900  0.228406142E-01  -.116790017E-02
   15.8000  0.227877749E-01  -.116474072E-02
   15.8100  0.227350579E-01  -.116159032E-02
   15.8200  0.226824628E-01  -.115844894E-02
   15.8300  0.226299894E-01  -.115531655E-02
   15.8400  0.225776374E-01  -.115219312E-02
   15.8500  0.225254065E-01  -.114907863E-02
   15.8600  0.224732964E-01  -.114597305E-02
   15.8700  0.224213069E-01  -.114287635E-02
   15.8800  0.223694377E-01  -.113978850E-02
   15.8900  0.223176884E-01  -.113670948E-02
   15.9000  0.222660589E-01  -.113363925E-02
   15.9100  0.222145488E-01  -.113057780E-02
   15.9200  0.221631579E-01  -.112752509E-02
   15.9300  0.221118858E-01  -.112448110E-02
   15.9400  0.220607324E-01  -.112144580E-02
   15.9500  0.220096973E-01  -.111841917E-02
   15.9600  0.219587803E-01  -.111540117E-02
   15.9700  0.219079810E-01  -.111239178E-02
   15.9800  0.218572993E-01  -.110939098E-02
   15.9900  0.218067348E-01  -.110639873E-02
   16.0000  0.217562873E-01  -.110341502E-02
   16.0100  0.217059565E-01  -.110043981E-02
   16.0200  0.216557422E-01  -.109747308E-02
   16.0300  0.216056440E-01  -.109451480E-02
   16.0400  0.215556617E-01  -.109156495E-02
   16.0500  0.215057950E-01  -.108862350E-02
   16.0600  0.214560437E-01  -.108569042E-02
   16.0700  0.214064075E-01  -.108276570E-02
   16.0800  0.213568861E-01  -.107984929E-02
   16.0900  0.213074793E-01  -.107694119E-02
   16.1000  0.212581868E-01  -.107404136E-02
   16.1100  0.212090083E-01  -.107114978E-02
   16.1200  0.211599436E-01  -.106826642E-02
   16.1300  0.211109923E-01  -.106539125E-02
   16.1400  0.210621544E-01  -.106252426E-02
