#          iterations=   6     deuteron energy=-.222458389E+01 MeV
#
#
#                  D-state probability=0.575987699E-01
#
#
#
#
#   p(fm-1)          3s1(fm**3/2)      3d1(fm**3/2)
   45.2700  0.247424149E-04  -.812691444E-06
   45.2800  0.246851760E-04  -.810764922E-06
   45.2900  0.246280695E-04  -.808842985E-06
   45.3000  0.245710952E-04  -.806925625E-06
   45.3100  0.245142527E-04  -.805012828E-06
   45.3200  0.244575416E-04  -.803104585E-06
   45.3300  0.244009618E-04  -.801200885E-06
   45.3400  0.243445128E-04  -.799301716E-06
   45.3500  0.242881944E-04  -.797407069E-06
   45.3600  0.242320063E-04  -.795516931E-06
   45.3700  0.241759482E-04  -.793631293E-06
   45.3800  0.241200198E-04  -.791750143E-06
   45.3900  0.240642208E-04  -.789873471E-06
   45.4000  0.240085509E-04  -.788001266E-06
   45.4100  0.239530097E-04  -.786133518E-06
   45.4200  0.238975970E-04  -.784270215E-06
   45.4300  0.238423125E-04  -.782411347E-06
   45.4400  0.237871560E-04  -.780556904E-06
   45.4500  0.237321270E-04  -.778706874E-06
   45.4600  0.236772253E-04  -.776861248E-06
   45.4700  0.236224506E-04  -.775020015E-06
   45.4800  0.235678027E-04  -.773183163E-06
   45.4900  0.235132811E-04  -.771350684E-06
   45.5000  0.234588857E-04  -.769522566E-06
   45.5100  0.234046161E-04  -.767698799E-06
   45.5200  0.233504721E-04  -.765879372E-06
   45.5300  0.232964534E-04  -.764064276E-06
   45.5400  0.232425596E-04  -.762253499E-06
   45.5500  0.231887904E-04  -.760447031E-06
   45.5600  0.231351457E-04  -.758644863E-06
   45.5700  0.230816251E-04  -.756846984E-06
   45.5800  0.230282283E-04  -.755053383E-06
   45.5900  0.229749550E-04  -.753264050E-06
   45.6000  0.229218049E-04  -.751478975E-06
   45.6100  0.228687778E-04  -.749698149E-06
   45.6200  0.228158734E-04  -.747921560E-06
   45.6300  0.227630914E-04  -.746149198E-06
   45.6400  0.227104315E-04  -.744381055E-06
   45.6500  0.226578934E-04  -.742617118E-06
   45.6600  0.226054768E-04  -.740857379E-06
   45.6700  0.225531815E-04  -.739101827E-06
   45.6800  0.225010072E-04  -.737350453E-06
   45.6900  0.224489535E-04  -.735603246E-06
   45.7000  0.223970203E-04  -.733860196E-06
   45.7100  0.223452073E-04  -.732121294E-06
   45.7200  0.222935141E-04  -.730386529E-06
   45.7300  0.222419405E-04  -.728655891E-06
   45.7400  0.221904862E-04  -.726929372E-06
   45.7500  0.221391509E-04  -.725206960E-06
   45.7600  0.220879344E-04  -.723488646E-06
   45.7700  0.220368364E-04  -.721774421E-06
   45.7800  0.219858566E-04  -.720064274E-06
   45.7900  0.219349947E-04  -.718358195E-06
   45.8000  0.218842505E-04  -.716656176E-06
   45.8100  0.218336237E-04  -.714958206E-06
   45.8200  0.217831140E-04  -.713264275E-06
   45.8300  0.217327211E-04  -.711574374E-06
   45.8400  0.216824448E-04  -.709888494E-06
   45.8500  0.216322849E-04  -.708206624E-06
   45.8600  0.215822409E-04  -.706528756E-06
   45.8700  0.215323128E-04  -.704854879E-06
   45.8800  0.214825001E-04  -.703184984E-06
   45.8900  0.214328027E-04  -.701519061E-06
   45.9000  0.213832203E-04  -.699857101E-06
   45.9100  0.213337525E-04  -.698199095E-06
   45.9200  0.212843992E-04  -.696545033E-06
   45.9300  0.212351601E-04  -.694894905E-06
   45.9400  0.211860349E-04  -.693248703E-06
   45.9500  0.211370233E-04  -.691606416E-06
   45.9600  0.210881251E-04  -.689968036E-06
   45.9700  0.210393400E-04  -.688333553E-06
   45.9800  0.209906678E-04  -.686702958E-06
   45.9900  0.209421082E-04  -.685076241E-06
   46.0000  0.208936609E-04  -.683453394E-06
   46.0100  0.208453257E-04  -.681834406E-06
   46.0200  0.207971023E-04  -.680219269E-06
   46.0300  0.207489905E-04  -.678607974E-06
   46.0400  0.207009900E-04  -.677000511E-06
   46.0500  0.206531005E-04  -.675396871E-06
   46.0600  0.206053218E-04  -.673797045E-06
   46.0700  0.205576536E-04  -.672201025E-06
   46.0800  0.205100958E-04  -.670608800E-06
   46.0900  0.204626479E-04  -.669020361E-06
   46.1000  0.204153098E-04  -.667435701E-06
   46.1100  0.203680812E-04  -.665854809E-06
   46.1200  0.203209619E-04  -.664277677E-06
   46.1300  0.202739516E-04  -.662704296E-06
   46.1400  0.202270500E-04  -.661134656E-06
   46.1500  0.201802569E-04  -.659568749E-06
   46.1600  0.201335721E-04  -.658006566E-06
   46.1700  0.200869953E-04  -.656448098E-06
   46.1800  0.200405262E-04  -.654893336E-06
   46.1900  0.199941646E-04  -.653342271E-06
   46.2000  0.199479103E-04  -.651794894E-06
   46.2100  0.199017630E-04  -.650251198E-06
   46.2200  0.198557225E-04  -.648711172E-06
   46.2300  0.198097884E-04  -.647174807E-06
   46.2400  0.197639606E-04  -.645642097E-06
   46.2500  0.197182389E-04  -.644113030E-06
   46.2600  0.196726229E-04  -.642587600E-06
   46.2700  0.196271124E-04  -.641065797E-06
   46.2800  0.195817072E-04  -.639547612E-06
   46.2900  0.195364071E-04  -.638033037E-06
   46.3000  0.194912118E-04  -.636522063E-06
   46.3100  0.194461210E-04  -.635014681E-06
   46.3200  0.194011345E-04  -.633510884E-06
   46.3300  0.193562521E-04  -.632010662E-06
   46.3400  0.193114735E-04  -.630514007E-06
   46.3500  0.192667985E-04  -.629020910E-06
   46.3600  0.192222269E-04  -.627531364E-06
   46.3700  0.191777584E-04  -.626045358E-06
   46.3800  0.191333927E-04  -.624562886E-06
   46.3900  0.190891297E-04  -.623083938E-06
   46.4000  0.190449691E-04  -.621608506E-06
   46.4100  0.190009106E-04  -.620136582E-06
   46.4200  0.189569541E-04  -.618668157E-06
   46.4300  0.189130993E-04  -.617203223E-06
   46.4400  0.188693459E-04  -.615741771E-06
   46.4500  0.188256937E-04  -.614283794E-06
   46.4600  0.187821425E-04  -.612829282E-06
   46.4700  0.187386921E-04  -.611378229E-06
   46.4800  0.186953422E-04  -.609930625E-06
   46.4900  0.186520925E-04  -.608486462E-06
   46.5000  0.186089430E-04  -.607045732E-06
   46.5100  0.185658932E-04  -.605608426E-06
   46.5200  0.185229430E-04  -.604174537E-06
   46.5300  0.184800922E-04  -.602744057E-06
   46.5400  0.184373406E-04  -.601316977E-06
   46.5500  0.183946878E-04  -.599893289E-06
   46.5600  0.183521337E-04  -.598472985E-06
   46.5700  0.183096780E-04  -.597056057E-06
   46.5800  0.182673206E-04  -.595642497E-06
   46.5900  0.182250611E-04  -.594232297E-06
   46.6000  0.181828995E-04  -.592825449E-06
   46.6100  0.181408353E-04  -.591421944E-06
   46.6200  0.180988685E-04  -.590021776E-06
   46.6300  0.180569987E-04  -.588624935E-06
   46.6400  0.180152258E-04  -.587231414E-06
   46.6500  0.179735496E-04  -.585841205E-06
   46.6600  0.179319697E-04  -.584454300E-06
   46.6700  0.178904861E-04  -.583070692E-06
   46.6800  0.178490984E-04  -.581690372E-06
   46.6900  0.178078064E-04  -.580313332E-06
   46.7000  0.177666100E-04  -.578939565E-06
   46.7100  0.177255089E-04  -.577569062E-06
   46.7200  0.176845029E-04  -.576201817E-06
   46.7300  0.176435917E-04  -.574837821E-06
   46.7400  0.176027752E-04  -.573477066E-06
   46.7500  0.175620531E-04  -.572119545E-06
   46.7600  0.175214252E-04  -.570765250E-06
   46.7700  0.174808913E-04  -.569414174E-06
   46.7800  0.174404512E-04  -.568066308E-06
   46.7900  0.174001046E-04  -.566721645E-06
   46.8000  0.173598514E-04  -.565380177E-06
   46.8100  0.173196912E-04  -.564041897E-06
   46.8200  0.172796240E-04  -.562706797E-06
   46.8300  0.172396495E-04  -.561374870E-06
   46.8400  0.171997675E-04  -.560046108E-06
   46.8500  0.171599777E-04  -.558720502E-06
   46.8600  0.171202799E-04  -.557398047E-06
   46.8700  0.170806740E-04  -.556078734E-06
   46.8800  0.170411598E-04  -.554762556E-06
   46.8900  0.170017369E-04  -.553449505E-06
   46.9000  0.169624053E-04  -.552139574E-06
   46.9100  0.169231646E-04  -.550832755E-06
   46.9200  0.168840147E-04  -.549529041E-06
   46.9300  0.168449554E-04  -.548228425E-06
   46.9400  0.168059864E-04  -.546930899E-06
   46.9500  0.167671076E-04  -.545636456E-06
   46.9600  0.167283187E-04  -.544345088E-06
   46.9700  0.166896196E-04  -.543056788E-06
   46.9800  0.166510100E-04  -.541771549E-06
   46.9900  0.166124897E-04  -.540489363E-06
   47.0000  0.165740585E-04  -.539210224E-06
   47.0100  0.165357162E-04  -.537934123E-06
   47.0200  0.164974627E-04  -.536661054E-06
   47.0300  0.164592976E-04  -.535391010E-06
   47.0400  0.164212208E-04  -.534123983E-06
   47.0500  0.163832321E-04  -.532859965E-06
   47.0600  0.163453313E-04  -.531598951E-06
   47.0700  0.163075181E-04  -.530340932E-06
   47.0800  0.162697925E-04  -.529085901E-06
   47.0900  0.162321541E-04  -.527833852E-06
   47.1000  0.161946028E-04  -.526584777E-06
   47.1100  0.161571383E-04  -.525338669E-06
   47.1200  0.161197606E-04  -.524095521E-06
   47.1300  0.160824692E-04  -.522855326E-06
   47.1400  0.160452642E-04  -.521618077E-06
   47.1500  0.160081452E-04  -.520383767E-06
   47.1600  0.159711122E-04  -.519152389E-06
   47.1700  0.159341647E-04  -.517923936E-06
   47.1800  0.158973028E-04  -.516698401E-06
   47.1900  0.158605261E-04  -.515475776E-06
   47.2000  0.158238345E-04  -.514256056E-06
   47.2100  0.157872278E-04  -.513039232E-06
   47.2200  0.157507058E-04  -.511825299E-06
   47.2300  0.157142682E-04  -.510614249E-06
   47.2400  0.156779150E-04  -.509406076E-06
   47.2500  0.156416459E-04  -.508200772E-06
   47.2600  0.156054606E-04  -.506998330E-06
   47.2700  0.155693591E-04  -.505798745E-06
   47.2800  0.155333411E-04  -.504602008E-06
   47.2900  0.154974064E-04  -.503408114E-06
   47.3000  0.154615548E-04  -.502217055E-06
   47.3100  0.154257862E-04  -.501028825E-06
   47.3200  0.153901003E-04  -.499843417E-06
   47.3300  0.153544970E-04  -.498660823E-06
   47.3400  0.153189761E-04  -.497481039E-06
   47.3500  0.152835373E-04  -.496304056E-06
   47.3600  0.152481805E-04  -.495129868E-06
   47.3700  0.152129055E-04  -.493958469E-06
   47.3800  0.151777121E-04  -.492789851E-06
   47.3900  0.151426001E-04  -.491624009E-06
   47.4000  0.151075694E-04  -.490460935E-06
   47.4100  0.150726197E-04  -.489300623E-06
   47.4200  0.150377508E-04  -.488143066E-06
   47.4300  0.150029626E-04  -.486988258E-06
   47.4400  0.149682549E-04  -.485836192E-06
   47.4500  0.149336275E-04  -.484686862E-06
   47.4600  0.148990802E-04  -.483540261E-06
   47.4700  0.148646128E-04  -.482396382E-06
   47.4800  0.148302251E-04  -.481255220E-06
   47.4900  0.147959170E-04  -.480116767E-06
   47.5000  0.147616883E-04  -.478981018E-06
   47.5100  0.147275387E-04  -.477847965E-06
   47.5200  0.146934682E-04  -.476717602E-06
   47.5300  0.146594764E-04  -.475589924E-06
   47.5400  0.146255633E-04  -.474464922E-06
   47.5500  0.145917287E-04  -.473342592E-06
   47.5600  0.145579723E-04  -.472222927E-06
   47.5700  0.145242940E-04  -.471105920E-06
   47.5800  0.144906937E-04  -.469991565E-06
   47.5900  0.144571710E-04  -.468879855E-06
   47.6000  0.144237260E-04  -.467770785E-06
   47.6100  0.143903582E-04  -.466664348E-06
   47.6200  0.143570677E-04  -.465560538E-06
   47.6300  0.143238542E-04  -.464459349E-06
   47.6400  0.142907175E-04  -.463360773E-06
   47.6500  0.142576575E-04  -.462264806E-06
   47.6600  0.142246740E-04  -.461171441E-06
   47.6700  0.141917668E-04  -.460080671E-06
   47.6800  0.141589357E-04  -.458992490E-06
   47.6900  0.141261805E-04  -.457906893E-06
   47.7000  0.140935011E-04  -.456823873E-06
   47.7100  0.140608974E-04  -.455743424E-06
   47.7200  0.140283690E-04  -.454665540E-06
   47.7300  0.139959159E-04  -.453590215E-06
   47.7400  0.139635379E-04  -.452517442E-06
   47.7500  0.139312348E-04  -.451447215E-06
   47.7600  0.138990064E-04  -.450379529E-06
   47.7700  0.138668526E-04  -.449314378E-06
   47.7800  0.138347731E-04  -.448251755E-06
   47.7900  0.138027679E-04  -.447191654E-06
   47.8000  0.137708367E-04  -.446134069E-06
   47.8100  0.137389793E-04  -.445078995E-06
   47.8200  0.137071957E-04  -.444026425E-06
   47.8300  0.136754856E-04  -.442976353E-06
   47.8400  0.136438489E-04  -.441928774E-06
   47.8500  0.136122853E-04  -.440883681E-06
   47.8600  0.135807948E-04  -.439841069E-06
   47.8700  0.135493771E-04  -.438800931E-06
   47.8800  0.135180321E-04  -.437763262E-06
   47.8900  0.134867596E-04  -.436728056E-06
   47.9000  0.134555595E-04  -.435695307E-06
   47.9100  0.134244315E-04  -.434665009E-06
   47.9200  0.133933755E-04  -.433637156E-06
   47.9300  0.133623914E-04  -.432611742E-06
   47.9400  0.133314790E-04  -.431588762E-06
   47.9500  0.133006381E-04  -.430568210E-06
   47.9600  0.132698685E-04  -.429550080E-06
   47.9700  0.132391701E-04  -.428534366E-06
   47.9800  0.132085427E-04  -.427521063E-06
   47.9900  0.131779862E-04  -.426510164E-06
   48.0000  0.131475004E-04  -.425501665E-06
   48.0100  0.131170851E-04  -.424495558E-06
   48.0200  0.130867401E-04  -.423491840E-06
   48.0300  0.130564654E-04  -.422490503E-06
   48.0400  0.130262607E-04  -.421491542E-06
   48.0500  0.129961259E-04  -.420494952E-06
   48.0600  0.129660607E-04  -.419500727E-06
   48.0700  0.129360652E-04  -.418508861E-06
   48.0800  0.129061390E-04  -.417519348E-06
   48.0900  0.128762821E-04  -.416532184E-06
   48.1000  0.128464942E-04  -.415547362E-06
   48.1100  0.128167752E-04  -.414564877E-06
   48.1200  0.127871250E-04  -.413584723E-06
   48.1300  0.127575434E-04  -.412606895E-06
   48.1400  0.127280302E-04  -.411631387E-06
   48.1500  0.126985853E-04  -.410658193E-06
   48.1600  0.126692085E-04  -.409687309E-06
   48.1700  0.126398997E-04  -.408718729E-06
   48.1800  0.126106587E-04  -.407752446E-06
   48.1900  0.125814853E-04  -.406788457E-06
   48.2000  0.125523794E-04  -.405826754E-06
   48.2100  0.125233408E-04  -.404867333E-06
   48.2200  0.124943695E-04  -.403910189E-06
   48.2300  0.124654651E-04  -.402955315E-06
   48.2400  0.124366276E-04  -.402002707E-06
   48.2500  0.124078568E-04  -.401052358E-06
   48.2600  0.123791526E-04  -.400104265E-06
   48.2700  0.123505148E-04  -.399158421E-06
   48.2800  0.123219432E-04  -.398214821E-06
   48.2900  0.122934378E-04  -.397273459E-06
   48.3000  0.122649982E-04  -.396334331E-06
   48.3100  0.122366245E-04  -.395397430E-06
   48.3200  0.122083164E-04  -.394462753E-06
   48.3300  0.121800738E-04  -.393530292E-06
   48.3400  0.121518965E-04  -.392600044E-06
   48.3500  0.121237844E-04  -.391672002E-06
   48.3600  0.120957374E-04  -.390746162E-06
   48.3700  0.120677552E-04  -.389822518E-06
   48.3800  0.120398378E-04  -.388901066E-06
   48.3900  0.120119849E-04  -.387981799E-06
   48.4000  0.119841965E-04  -.387064713E-06
   48.4100  0.119564724E-04  -.386149802E-06
   48.4200  0.119288124E-04  -.385237061E-06
   48.4300  0.119012164E-04  -.384326486E-06
   48.4400  0.118736842E-04  -.383418070E-06
   48.4500  0.118462158E-04  -.382511809E-06
   48.4600  0.118188108E-04  -.381607698E-06
   48.4700  0.117914693E-04  -.380705731E-06
   48.4800  0.117641910E-04  -.379805904E-06
   48.4900  0.117369759E-04  -.378908211E-06
   48.5000  0.117098237E-04  -.378012647E-06
   48.5100  0.116827343E-04  -.377119208E-06
   48.5200  0.116557075E-04  -.376227887E-06
   48.5300  0.116287433E-04  -.375338681E-06
   48.5400  0.116018415E-04  -.374451583E-06
   48.5500  0.115750019E-04  -.373566590E-06
   48.5600  0.115482244E-04  -.372683695E-06
   48.5700  0.115215089E-04  -.371802895E-06
   48.5800  0.114948551E-04  -.370924183E-06
   48.5900  0.114682630E-04  -.370047556E-06
   48.6000  0.114417324E-04  -.369173007E-06
   48.6100  0.114152632E-04  -.368300533E-06
   48.6200  0.113888553E-04  -.367430128E-06
   48.6300  0.113625084E-04  -.366561787E-06
   48.6400  0.113362225E-04  -.365695505E-06
   48.6500  0.113099974E-04  -.364831277E-06
   48.6600  0.112838329E-04  -.363969100E-06
   48.6700  0.112577290E-04  -.363108967E-06
   48.6800  0.112316855E-04  -.362250873E-06
   48.6900  0.112057022E-04  -.361394815E-06
   48.7000  0.111797790E-04  -.360540786E-06
   48.7100  0.111539158E-04  -.359688783E-06
   48.7200  0.111281125E-04  -.358838800E-06
   48.7300  0.111023688E-04  -.357990833E-06
   48.7400  0.110766847E-04  -.357144876E-06
   48.7500  0.110510600E-04  -.356300926E-06
   48.7600  0.110254946E-04  -.355458977E-06
   48.7700  0.109999883E-04  -.354619024E-06
   48.7800  0.109745410E-04  -.353781063E-06
   48.7900  0.109491526E-04  -.352945088E-06
   48.8000  0.109238230E-04  -.352111097E-06
   48.8100  0.108985519E-04  -.351279082E-06
   48.8200  0.108733393E-04  -.350449040E-06
   48.8300  0.108481850E-04  -.349620967E-06
   48.8400  0.108230889E-04  -.348794857E-06
   48.8500  0.107980509E-04  -.347970705E-06
   48.8600  0.107730708E-04  -.347148508E-06
   48.8700  0.107481484E-04  -.346328260E-06
   48.8800  0.107232838E-04  -.345509957E-06
   48.8900  0.106984766E-04  -.344693594E-06
   48.9000  0.106737269E-04  -.343879167E-06
   48.9100  0.106490344E-04  -.343066670E-06
   48.9200  0.106243990E-04  -.342256100E-06
   48.9300  0.105998206E-04  -.341447451E-06
   48.9400  0.105752991E-04  -.340640720E-06
   48.9500  0.105508343E-04  -.339835901E-06
   48.9600  0.105264261E-04  -.339032991E-06
   48.9700  0.105020743E-04  -.338231983E-06
   48.9800  0.104777789E-04  -.337432875E-06
   48.9900  0.104535397E-04  -.336635661E-06
   49.0000  0.104293566E-04  -.335840338E-06
   49.0100  0.104052294E-04  -.335046899E-06
   49.0200  0.103811581E-04  -.334255342E-06
   49.0300  0.103571424E-04  -.333465661E-06
   49.0400  0.103331823E-04  -.332677852E-06
   49.0500  0.103092776E-04  -.331891910E-06
   49.0600  0.102854282E-04  -.331107832E-06
   49.0700  0.102616340E-04  -.330325612E-06
   49.0800  0.102378948E-04  -.329545247E-06
   49.0900  0.102142106E-04  -.328766731E-06
   49.1000  0.101905811E-04  -.327990061E-06
   49.1100  0.101670063E-04  -.327215232E-06
   49.1200  0.101434861E-04  -.326442239E-06
   49.1300  0.101200202E-04  -.325671079E-06
   49.1400  0.100966087E-04  -.324901747E-06
   49.1500  0.100732513E-04  -.324134238E-06
   49.1600  0.100499479E-04  -.323368548E-06
   49.1700  0.100266984E-04  -.322604674E-06
   49.1800  0.100035028E-04  -.321842610E-06
   49.1900  0.998036075E-05  -.321082352E-06
   49.2000  0.995727228E-05  -.320323896E-06
   49.2100  0.993423721E-05  -.319567238E-06
   49.2200  0.991125544E-05  -.318812373E-06
   49.2300  0.988832684E-05  -.318059297E-06
   49.2400  0.986545127E-05  -.317308007E-06
   49.2500  0.984262863E-05  -.316558496E-06
   49.2600  0.981985878E-05  -.315810763E-06
   49.2700  0.979714161E-05  -.315064801E-06
   49.2800  0.977447700E-05  -.314320607E-06
   49.2900  0.975186481E-05  -.313578177E-06
   49.3000  0.972930494E-05  -.312837507E-06
   49.3100  0.970679725E-05  -.312098592E-06
   49.3200  0.968434164E-05  -.311361428E-06
   49.3300  0.966193797E-05  -.310626011E-06
   49.3400  0.963958613E-05  -.309892337E-06
   49.3500  0.961728601E-05  -.309160402E-06
   49.3600  0.959503747E-05  -.308430201E-06
   49.3700  0.957284039E-05  -.307701730E-06
   49.3800  0.955069467E-05  -.306974986E-06
   49.3900  0.952860019E-05  -.306249965E-06
   49.4000  0.950655681E-05  -.305526661E-06
   49.4100  0.948456443E-05  -.304805071E-06
   49.4200  0.946262293E-05  -.304085191E-06
   49.4300  0.944073218E-05  -.303367017E-06
   49.4400  0.941889208E-05  -.302650545E-06
   49.4500  0.939710250E-05  -.301935771E-06
   49.4600  0.937536333E-05  -.301222690E-06
   49.4700  0.935367445E-05  -.300511300E-06
   49.4800  0.933203575E-05  -.299801594E-06
   49.4900  0.931044710E-05  -.299093571E-06
   49.5000  0.928890840E-05  -.298387225E-06
   49.5100  0.926741953E-05  -.297682553E-06
   49.5200  0.924598037E-05  -.296979550E-06
   49.5300  0.922459080E-05  -.296278213E-06
   49.5400  0.920325072E-05  -.295578538E-06
   49.5500  0.918196000E-05  -.294880521E-06
   49.5600  0.916071854E-05  -.294184158E-06
   49.5700  0.913952622E-05  -.293489444E-06
   49.5800  0.911838293E-05  -.292796377E-06
   49.5900  0.909728854E-05  -.292104951E-06
   49.6000  0.907624296E-05  -.291415164E-06
   49.6100  0.905524606E-05  -.290727011E-06
   49.6200  0.903429774E-05  -.290040488E-06
   49.6300  0.901339788E-05  -.289355592E-06
   49.6400  0.899254637E-05  -.288672319E-06
   49.6500  0.897174310E-05  -.287990664E-06
   49.6600  0.895098795E-05  -.287310625E-06
   49.6700  0.893028082E-05  -.286632196E-06
   49.6800  0.890962159E-05  -.285955375E-06
   49.6900  0.888901015E-05  -.285280157E-06
   49.7000  0.886844640E-05  -.284606539E-06
   49.7100  0.884793022E-05  -.283934516E-06
   49.7200  0.882746150E-05  -.283264086E-06
   49.7300  0.880704013E-05  -.282595243E-06
   49.7400  0.878666600E-05  -.281927986E-06
   49.7500  0.876633901E-05  -.281262309E-06
   49.7600  0.874605904E-05  -.280598208E-06
   49.7700  0.872582599E-05  -.279935681E-06
   49.7800  0.870563975E-05  -.279274724E-06
   49.7900  0.868550020E-05  -.278615332E-06
   49.8000  0.866540725E-05  -.277957502E-06
   49.8100  0.864536077E-05  -.277301230E-06
   49.8200  0.862536067E-05  -.276646513E-06
   49.8300  0.860540685E-05  -.275993347E-06
   49.8400  0.858549918E-05  -.275341728E-06
   49.8500  0.856563756E-05  -.274691653E-06
   49.8600  0.854582190E-05  -.274043117E-06
   49.8700  0.852605207E-05  -.273396117E-06
   49.8800  0.850632798E-05  -.272750650E-06
   49.8900  0.848664952E-05  -.272106712E-06
   49.9000  0.846701658E-05  -.271464299E-06
   49.9100  0.844742907E-05  -.270823408E-06
   49.9200  0.842788686E-05  -.270184034E-06
   49.9300  0.840838987E-05  -.269546175E-06
   49.9400  0.838893798E-05  -.268909827E-06
   49.9500  0.836953109E-05  -.268274986E-06
   49.9600  0.835016909E-05  -.267641649E-06
   49.9700  0.833085189E-05  -.267009811E-06
   49.9800  0.831157937E-05  -.266379470E-06
   49.9900  0.829235144E-05  -.265750622E-06
   50.0000  0.827316799E-05  -.265123263E-06
   50.0100  0.825402892E-05  -.264497390E-06
   50.0200  0.823493413E-05  -.263873000E-06
   50.0300  0.821588351E-05  -.263250088E-06
   50.0400  0.819687696E-05  -.262628651E-06
   50.0500  0.817791438E-05  -.262008686E-06
   50.0600  0.815899567E-05  -.261390189E-06
   50.0700  0.814012072E-05  -.260773157E-06
   50.0800  0.812128944E-05  -.260157586E-06
   50.0900  0.810250173E-05  -.259543473E-06
   50.1000  0.808375747E-05  -.258930814E-06
   50.1100  0.806505658E-05  -.258319606E-06
   50.1200  0.804639896E-05  -.257709846E-06
   50.1300  0.802778449E-05  -.257101529E-06
   50.1400  0.800921309E-05  -.256494653E-06
   50.1500  0.799068465E-05  -.255889215E-06
   50.1600  0.797219908E-05  -.255285209E-06
   50.1700  0.795375626E-05  -.254682634E-06
   50.1800  0.793535612E-05  -.254081486E-06
   50.1900  0.791699854E-05  -.253481762E-06
   50.2000  0.789868343E-05  -.252883457E-06
   50.2100  0.788041069E-05  -.252286569E-06
   50.2200  0.786218022E-05  -.251691095E-06
   50.2300  0.784399192E-05  -.251097031E-06
   50.2400  0.782584570E-05  -.250504373E-06
   50.2500  0.780774147E-05  -.249913118E-06
   50.2600  0.778967911E-05  -.249323264E-06
   50.2700  0.777165854E-05  -.248734806E-06
   50.2800  0.775367965E-05  -.248147741E-06
   50.2900  0.773574236E-05  -.247562067E-06
   50.3000  0.771784657E-05  -.246977779E-06
   50.3100  0.769999217E-05  -.246394874E-06
   50.3200  0.768217908E-05  -.245813350E-06
   50.3300  0.766440720E-05  -.245233203E-06
   50.3400  0.764667643E-05  -.244654429E-06
   50.3500  0.762898668E-05  -.244077025E-06
   50.3600  0.761133786E-05  -.243500988E-06
   50.3700  0.759372986E-05  -.242926316E-06
   50.3800  0.757616259E-05  -.242353003E-06
   50.3900  0.755863597E-05  -.241781048E-06
   50.4000  0.754114989E-05  -.241210448E-06
   50.4100  0.752370426E-05  -.240641198E-06
   50.4200  0.750629900E-05  -.240073295E-06
   50.4300  0.748893399E-05  -.239506738E-06
   50.4400  0.747160916E-05  -.238941521E-06
   50.4500  0.745432441E-05  -.238377642E-06
   50.4600  0.743707965E-05  -.237815099E-06
   50.4700  0.741987478E-05  -.237253887E-06
   50.4800  0.740270971E-05  -.236694004E-06
   50.4900  0.738558435E-05  -.236135446E-06
   50.5000  0.736849860E-05  -.235578210E-06
   50.5100  0.735145239E-05  -.235022293E-06
   50.5200  0.733444561E-05  -.234467693E-06
   50.5300  0.731747817E-05  -.233914405E-06
   50.5400  0.730054998E-05  -.233362427E-06
   50.5500  0.728366096E-05  -.232811756E-06
   50.5600  0.726681100E-05  -.232262388E-06
   50.5700  0.725000003E-05  -.231714320E-06
   50.5800  0.723322795E-05  -.231167550E-06
   50.5900  0.721649466E-05  -.230622074E-06
   50.6000  0.719980009E-05  -.230077890E-06
   50.6100  0.718314414E-05  -.229534993E-06
   50.6200  0.716652672E-05  -.228993381E-06
   50.6300  0.714994775E-05  -.228453052E-06
   50.6400  0.713340712E-05  -.227914001E-06
   50.6500  0.711690477E-05  -.227376226E-06
   50.6600  0.710044058E-05  -.226839724E-06
   50.6700  0.708401449E-05  -.226304492E-06
   50.6800  0.706762640E-05  -.225770527E-06
   50.6900  0.705127622E-05  -.225237826E-06
   50.7000  0.703496386E-05  -.224706385E-06
   50.7100  0.701868924E-05  -.224176202E-06
   50.7200  0.700245227E-05  -.223647274E-06
   50.7300  0.698625286E-05  -.223119598E-06
   50.7400  0.697009093E-05  -.222593171E-06
   50.7500  0.695396638E-05  -.222067989E-06
   50.7600  0.693787914E-05  -.221544051E-06
   50.7700  0.692182912E-05  -.221021353E-06
   50.7800  0.690581622E-05  -.220499891E-06
   50.7900  0.688984037E-05  -.219979664E-06
   50.8000  0.687390148E-05  -.219460668E-06
   50.8100  0.685799946E-05  -.218942900E-06
   50.8200  0.684213422E-05  -.218426358E-06
   50.8300  0.682630569E-05  -.217911038E-06
   50.8400  0.681051378E-05  -.217396937E-06
   50.8500  0.679475840E-05  -.216884053E-06
   50.8600  0.677903947E-05  -.216372383E-06
   50.8700  0.676335690E-05  -.215861924E-06
   50.8800  0.674771062E-05  -.215352672E-06
   50.8900  0.673210053E-05  -.214844626E-06
   50.9000  0.671652655E-05  -.214337782E-06
   50.9100  0.670098860E-05  -.213832137E-06
   50.9200  0.668548659E-05  -.213327689E-06
   50.9300  0.667002045E-05  -.212824435E-06
   50.9400  0.665459009E-05  -.212322371E-06
   50.9500  0.663919542E-05  -.211821496E-06
   50.9600  0.662383637E-05  -.211321806E-06
   50.9700  0.660851284E-05  -.210823298E-06
   50.9800  0.659322477E-05  -.210325969E-06
   50.9900  0.657797207E-05  -.209829818E-06
   51.0000  0.656275465E-05  -.209334840E-06
   51.0100  0.654757243E-05  -.208841034E-06
   51.0200  0.653242534E-05  -.208348396E-06
   51.0300  0.651731329E-05  -.207856924E-06
   51.0400  0.650223619E-05  -.207366614E-06
   51.0500  0.648719398E-05  -.206877465E-06
