0.651	0.087	0.042	0.037
0.775	-0.027	0.030	0.037
1.009	-0.018	0.029	0.029
1.165	0.022	0.035	0.037
1.473	-0.023	0.054	0.048
1.717	-0.133	0.074	0.047
